campaign_id,client_id,platform,campaign_name,objective,status,daily_budget,bid_strategy,attribution_window,created_at
MC_00000198,CL_0017,Meta,Shopping - Apparel - Q2,Shopping,limited,2442.97,lowest_cost,1d_click,2025-11-09 16:42:42
MC_00000199,CL_0017,Meta,Retargeting - Apparel - Scale,Retargeting,active,954.87,lowest_cost,1d_click,2025-07-18 10:55:44
MC_00000200,CL_0017,Meta,Shopping - Apparel - Evergreen,Shopping,active,992.01,maximize_conversions,7d_click_1d_view,2025-09-15 18:56:04
MC_00000201,CL_0017,Meta,Retargeting - Apparel - Evergreen,Retargeting,active,242.39,maximize_conversions,data_driven,2025-08-02 07:31:08
MC_00000202,CL_0017,Meta,Winback - Apparel - Q2,Winback,paused,1900.79,cost_cap,data_driven,2026-02-27 16:00:13
MC_00000203,CL_0017,Meta,Retargeting - Apparel - Promo,Retargeting,paused,3054.56,maximize_conversions,data_driven,2025-12-22 10:49:50
GC_00000204,CL_0017,Google,Winback - Apparel - Scale,Winback,limited,2883.58,maximize_conversions,7d_click_1d_view,2025-08-27 04:19:57
GC_00000205,CL_0017,Google,Winback - Apparel - Q2,Winback,active,763.78,lowest_cost,1d_click,2025-10-11 15:22:01
GC_00000206,CL_0017,Google,Lookalike - Apparel - Scale,Lookalike,paused,2858.17,lowest_cost,7d_click_1d_view,2025-09-23 16:35:55
GC_00000207,CL_0017,Google,Lookalike - Apparel - Scale,Lookalike,active,2467.95,lowest_cost,data_driven,2025-08-07 09:23:31
GC_00000208,CL_0017,Google,Retargeting - Apparel - Evergreen,Retargeting,active,2191.92,cost_cap,data_driven,2025-10-14 13:08:09
GC_00000209,CL_0017,Google,Brand Search - Apparel - Scale,Brand Search,active,1181.79,maximize_conversions,data_driven,2026-02-05 20:15:03
GC_00000210,CL_0017,Google,Winback - Apparel - Promo,Winback,active,1493.30,target_roas,1d_click,2025-12-08 17:56:16
GC_00000211,CL_0017,Google,Brand Search - Apparel - Evergreen,Brand Search,active,1349.98,maximize_conversions,7d_click_1d_view,2025-11-05 20:18:51
MC_00000212,CL_0018,Meta,Retargeting - Baby - Q2,Retargeting,active,1080.04,maximize_conversions,data_driven,2026-01-02 08:23:17
MC_00000213,CL_0018,Meta,Brand Search - Baby - Promo,Brand Search,active,2052.54,target_roas,7d_click_1d_view,2026-01-20 20:50:11
MC_00000214,CL_0018,Meta,Shopping - Baby - Scale,Shopping,paused,2456.05,cost_cap,1d_click,2025-11-10 20:30:53
MC_00000215,CL_0018,Meta,Retargeting - Baby - Q2,Retargeting,paused,1926.54,target_roas,7d_click,2026-03-05 19:36:20
MC_00000216,CL_0018,Meta,Lookalike - Baby - Q2,Lookalike,active,1079.67,maximize_conversions,data_driven,2025-09-03 05:00:14
MC_00000217,CL_0018,Meta,Retargeting - Baby - Scale,Retargeting,active,1140.61,lowest_cost,1d_click,2025-12-06 04:41:18
MC_00000218,CL_0018,Meta,Retargeting - Baby - Q2,Retargeting,active,909.58,lowest_cost,1d_click,2025-11-27 11:01:25
MC_00000219,CL_0018,Meta,Lookalike - Baby - Q2,Lookalike,active,749.37,lowest_cost,data_driven,2025-12-06 10:18:40
GC_00000220,CL_0018,Google,Brand Search - Baby - Promo,Brand Search,active,2168.14,lowest_cost,7d_click_1d_view,2025-09-02 22:20:01
GC_00000221,CL_0018,Google,Retargeting - Baby - Promo,Retargeting,active,3192.88,maximize_conversions,data_driven,2025-10-18 13:07:45
GC_00000222,CL_0018,Google,Lookalike - Baby - Scale,Lookalike,active,201.22,target_roas,7d_click,2025-12-02 20:47:00
GC_00000223,CL_0018,Google,Retargeting - Baby - Promo,Retargeting,active,2079.89,lowest_cost,7d_click_1d_view,2025-07-25 17:33:05
GC_00000224,CL_0018,Google,Lookalike - Baby - Evergreen,Lookalike,active,2095.29,target_roas,data_driven,2026-01-28 00:47:07
GC_00000225,CL_0018,Google,Retargeting - Baby - Q2,Retargeting,active,2471.78,maximize_conversions,data_driven,2025-10-30 16:06:33
GC_00000226,CL_0018,Google,Retargeting - Baby - Scale,Retargeting,active,1034.35,lowest_cost,data_driven,2026-01-11 06:35:37
GC_00000227,CL_0018,Google,Retargeting - Baby - Promo,Retargeting,active,2047.11,target_roas,7d_click,2025-07-17 00:23:04
MC_00000228,CL_0019,Meta,Retargeting - Fitness - Q2,Retargeting,active,698.23,target_roas,7d_click,2026-02-06 13:47:27
MC_00000229,CL_0019,Meta,Lookalike - Fitness - Evergreen,Lookalike,active,591.56,maximize_conversions,7d_click_1d_view,2025-10-09 09:18:47
MC_00000230,CL_0019,Meta,Winback - Fitness - Promo,Winback,active,831.72,cost_cap,data_driven,2025-08-28 20:11:45
MC_00000231,CL_0019,Meta,Brand Search - Fitness - Scale,Brand Search,active,279.95,lowest_cost,data_driven,2025-09-10 21:19:10
MC_00000232,CL_0019,Meta,Brand Search - Fitness - Evergreen,Brand Search,active,132.03,target_roas,1d_click,2025-10-30 04:24:17
MC_00000233,CL_0019,Meta,Winback - Fitness - Evergreen,Winback,learning,251.84,maximize_conversions,1d_click,2025-10-24 07:02:50
MC_00000234,CL_0019,Meta,Winback - Fitness - Q2,Winback,active,607.36,cost_cap,1d_click,2025-07-28 20:26:15
GC_00000235,CL_0019,Google,Shopping - Fitness - Promo,Shopping,learning,395.84,maximize_conversions,data_driven,2025-10-02 01:13:30
GC_00000236,CL_0019,Google,Lookalike - Fitness - Promo,Lookalike,paused,802.74,maximize_conversions,data_driven,2026-01-22 21:37:19
GC_00000237,CL_0019,Google,Shopping - Fitness - Evergreen,Shopping,active,109.20,cost_cap,7d_click_1d_view,2025-08-18 19:36:49
GC_00000238,CL_0019,Google,Prospecting - Fitness - Q2,Prospecting,paused,750.84,maximize_conversions,1d_click,2025-11-07 04:28:47
MC_00000239,CL_0020,Meta,Prospecting - Beauty - Scale,Prospecting,active,2246.07,cost_cap,7d_click_1d_view,2025-12-02 13:05:07
MC_00000240,CL_0020,Meta,Shopping - Beauty - Evergreen,Shopping,learning,545.77,maximize_conversions,1d_click,2025-08-08 01:22:25
MC_00000241,CL_0020,Meta,Shopping - Beauty - Promo,Shopping,active,2060.80,lowest_cost,1d_click,2026-02-07 03:36:06
MC_00000242,CL_0020,Meta,Shopping - Beauty - Evergreen,Shopping,active,1381.99,target_roas,7d_click_1d_view,2025-09-11 19:25:34
MC_00000243,CL_0020,Meta,Retargeting - Beauty - Q2,Retargeting,learning,472.26,cost_cap,1d_click,2025-12-12 12:02:06
MC_00000244,CL_0020,Meta,Lookalike - Beauty - Promo,Lookalike,learning,1431.73,target_roas,7d_click,2025-11-21 04:01:24
GC_00000245,CL_0020,Google,Retargeting - Beauty - Evergreen,Retargeting,paused,427.99,cost_cap,data_driven,2025-07-21 05:16:34
GC_00000246,CL_0020,Google,Prospecting - Beauty - Evergreen,Prospecting,paused,1102.47,lowest_cost,data_driven,2025-08-29 11:55:09
GC_00000247,CL_0020,Google,Winback - Beauty - Evergreen,Winback,active,2035.59,target_roas,1d_click,2025-08-01 20:47:32
GC_00000248,CL_0020,Google,Shopping - Beauty - Q2,Shopping,paused,2059.26,target_roas,1d_click,2025-10-24 06:50:33
MC_00000249,CL_0021,Meta,Brand Search - Outdoor - Promo,Brand Search,active,2646.27,maximize_conversions,data_driven,2026-02-25 18:19:52
MC_00000250,CL_0021,Meta,Winback - Outdoor - Scale,Winback,active,2034.41,lowest_cost,1d_click,2026-01-20 12:16:32
MC_00000251,CL_0021,Meta,Brand Search - Outdoor - Q2,Brand Search,active,2026.07,lowest_cost,data_driven,2025-11-17 22:24:50
MC_00000252,CL_0021,Meta,Prospecting - Outdoor - Promo,Prospecting,active,360.15,target_roas,7d_click,2025-08-07 00:25:50
MC_00000253,CL_0021,Meta,Winback - Outdoor - Scale,Winback,active,2725.02,target_roas,7d_click_1d_view,2025-12-29 16:49:57
GC_00000254,CL_0021,Google,Prospecting - Outdoor - Evergreen,Prospecting,paused,509.99,target_roas,1d_click,2025-09-24 07:40:05
GC_00000255,CL_0021,Google,Prospecting - Outdoor - Scale,Prospecting,active,2404.38,cost_cap,7d_click_1d_view,2025-12-04 15:44:08
GC_00000256,CL_0021,Google,Brand Search - Outdoor - Evergreen,Brand Search,learning,3001.21,lowest_cost,1d_click,2025-11-08 07:05:09
GC_00000257,CL_0021,Google,Lookalike - Outdoor - Scale,Lookalike,paused,2795.71,lowest_cost,7d_click,2025-12-11 01:40:59
GC_00000258,CL_0021,Google,Brand Search - Outdoor - Q2,Brand Search,active,768.16,maximize_conversions,1d_click,2025-09-19 11:17:12
GC_00000259,CL_0021,Google,Shopping - Outdoor - Evergreen,Shopping,active,1549.78,cost_cap,1d_click,2026-02-14 00:32:15
MC_00000260,CL_0022,Meta,Prospecting - Footwear - Evergreen,Prospecting,limited,1177.56,maximize_conversions,1d_click,2025-09-14 07:15:14
MC_00000261,CL_0022,Meta,Shopping - Footwear - Scale,Shopping,learning,559.17,maximize_conversions,7d_click,2025-07-23 03:51:35
MC_00000262,CL_0022,Meta,Shopping - Footwear - Evergreen,Shopping,active,111.71,target_roas,7d_click_1d_view,2026-02-12 18:45:38
MC_00000263,CL_0022,Meta,Brand Search - Footwear - Promo,Brand Search,active,507.32,maximize_conversions,1d_click,2025-12-11 05:47:58
MC_00000264,CL_0022,Meta,Retargeting - Footwear - Q2,Retargeting,paused,1264.19,target_roas,1d_click,2025-09-25 23:02:50
MC_00000265,CL_0022,Meta,Lookalike - Footwear - Evergreen,Lookalike,active,468.72,lowest_cost,7d_click_1d_view,2025-07-24 03:24:53
MC_00000266,CL_0022,Meta,Shopping - Footwear - Scale,Shopping,learning,1490.11,maximize_conversions,data_driven,2025-12-17 10:39:59
GC_00000267,CL_0022,Google,Shopping - Footwear - Scale,Shopping,active,847.27,target_roas,7d_click,2025-09-28 13:20:50
GC_00000268,CL_0022,Google,Prospecting - Footwear - Evergreen,Prospecting,paused,1405.57,cost_cap,data_driven,2026-01-10 12:54:28
GC_00000269,CL_0022,Google,Shopping - Footwear - Scale,Shopping,active,395.00,lowest_cost,7d_click,2025-09-25 08:08:43
GC_00000270,CL_0022,Google,Brand Search - Footwear - Evergreen,Brand Search,active,479.91,cost_cap,7d_click,2025-12-09 00:08:35
GC_00000271,CL_0022,Google,Brand Search - Footwear - Promo,Brand Search,active,658.25,lowest_cost,7d_click_1d_view,2025-12-13 09:55:33
GC_00000272,CL_0022,Google,Lookalike - Footwear - Scale,Lookalike,active,824.30,maximize_conversions,1d_click,2025-12-06 06:30:06
MC_00000273,CL_0023,Meta,Retargeting - Jewelry - Evergreen,Retargeting,active,97.44,cost_cap,1d_click,2026-01-24 14:56:05
MC_00000274,CL_0023,Meta,Lookalike - Jewelry - Evergreen,Lookalike,active,203.31,cost_cap,data_driven,2026-01-28 23:55:08
MC_00000275,CL_0023,Meta,Shopping - Jewelry - Promo,Shopping,limited,1258.90,lowest_cost,7d_click,2026-02-06 06:52:23
MC_00000276,CL_0023,Meta,Brand Search - Jewelry - Promo,Brand Search,active,1391.13,target_roas,7d_click_1d_view,2026-01-03 00:27:02
MC_00000277,CL_0023,Meta,Winback - Jewelry - Promo,Winback,paused,163.98,maximize_conversions,7d_click,2025-09-25 05:26:09
MC_00000278,CL_0023,Meta,Prospecting - Jewelry - Evergreen,Prospecting,active,181.25,maximize_conversions,7d_click_1d_view,2025-09-23 04:02:37
GC_00000279,CL_0023,Google,Lookalike - Jewelry - Q2,Lookalike,active,188.96,maximize_conversions,7d_click,2026-02-24 18:16:25
GC_00000280,CL_0023,Google,Retargeting - Jewelry - Evergreen,Retargeting,paused,177.48,target_roas,data_driven,2025-11-03 21:24:02
GC_00000281,CL_0023,Google,Brand Search - Jewelry - Evergreen,Brand Search,active,559.32,maximize_conversions,7d_click,2025-07-25 04:01:51
GC_00000282,CL_0023,Google,Lookalike - Jewelry - Promo,Lookalike,active,457.44,maximize_conversions,data_driven,2025-08-13 04:35:48
MC_00000283,CL_0024,Meta,Winback - Apparel - Evergreen,Winback,active,1366.82,lowest_cost,1d_click,2025-11-13 20:47:29
MC_00000284,CL_0024,Meta,Brand Search - Apparel - Evergreen,Brand Search,active,2399.46,lowest_cost,7d_click_1d_view,2025-12-22 01:46:30
MC_00000285,CL_0024,Meta,Winback - Apparel - Scale,Winback,paused,2173.83,target_roas,7d_click_1d_view,2025-10-10 03:22:57
MC_00000286,CL_0024,Meta,Winback - Apparel - Q2,Winback,active,1750.78,lowest_cost,7d_click,2025-08-02 16:42:08
MC_00000287,CL_0024,Meta,Brand Search - Apparel - Scale,Brand Search,paused,270.86,target_roas,7d_click_1d_view,2026-03-10 17:29:16
MC_00000288,CL_0024,Meta,Winback - Apparel - Q2,Winback,learning,1627.49,lowest_cost,7d_click,2025-09-04 23:46:09
GC_00000289,CL_0024,Google,Prospecting - Apparel - Q2,Prospecting,active,2064.55,maximize_conversions,7d_click,2026-01-28 13:20:25
GC_00000290,CL_0024,Google,Brand Search - Apparel - Promo,Brand Search,active,633.46,target_roas,data_driven,2025-08-23 11:11:32
GC_00000291,CL_0024,Google,Brand Search - Apparel - Evergreen,Brand Search,active,1971.26,cost_cap,7d_click_1d_view,2025-10-11 16:04:14
GC_00000292,CL_0024,Google,Retargeting - Apparel - Scale,Retargeting,active,1664.06,target_roas,1d_click,2025-11-06 09:21:35
GC_00000293,CL_0024,Google,Shopping - Apparel - Q2,Shopping,active,1347.64,lowest_cost,7d_click,2026-01-12 00:22:57
GC_00000294,CL_0024,Google,Lookalike - Apparel - Scale,Lookalike,active,2170.68,target_roas,7d_click_1d_view,2026-01-21 22:24:26
MC_00000295,CL_0025,Meta,Shopping - Fitness - Promo,Shopping,active,242.64,target_roas,data_driven,2025-11-29 15:52:44
MC_00000296,CL_0025,Meta,Brand Search - Fitness - Scale,Brand Search,learning,761.10,maximize_conversions,1d_click,2026-01-03 23:13:27
MC_00000297,CL_0025,Meta,Retargeting - Fitness - Promo,Retargeting,learning,376.35,lowest_cost,7d_click,2026-02-27 14:57:45
MC_00000298,CL_0025,Meta,Winback - Fitness - Q2,Winback,paused,1122.44,target_roas,1d_click,2025-07-22 00:17:16
GC_00000299,CL_0025,Google,Brand Search - Fitness - Promo,Brand Search,active,1426.03,lowest_cost,1d_click,2025-08-07 17:10:17
GC_00000300,CL_0025,Google,Winback - Fitness - Scale,Winback,active,153.78,target_roas,data_driven,2026-01-18 04:16:29
GC_00000301,CL_0025,Google,Retargeting - Fitness - Evergreen,Retargeting,active,716.22,lowest_cost,data_driven,2025-07-15 11:31:22
GC_00000302,CL_0025,Google,Shopping - Fitness - Promo,Shopping,active,269.98,target_roas,7d_click,2025-10-22 15:00:24
MC_00000303,CL_0026,Meta,Prospecting - Supplements - Evergreen,Prospecting,active,4043.99,lowest_cost,1d_click,2025-08-04 05:22:55
MC_00000304,CL_0026,Meta,Prospecting - Supplements - Promo,Prospecting,active,289.30,cost_cap,7d_click_1d_view,2025-09-19 04:47:16
MC_00000305,CL_0026,Meta,Winback - Supplements - Q2,Winback,active,2238.74,target_roas,7d_click,2025-08-29 14:30:46
MC_00000306,CL_0026,Meta,Retargeting - Supplements - Evergreen,Retargeting,active,3459.36,lowest_cost,data_driven,2026-02-04 14:16:52
MC_00000307,CL_0026,Meta,Brand Search - Supplements - Q2,Brand Search,active,809.58,target_roas,1d_click,2025-08-01 21:34:53
MC_00000308,CL_0026,Meta,Winback - Supplements - Q2,Winback,active,2749.48,maximize_conversions,7d_click_1d_view,2026-02-07 03:40:12
GC_00000309,CL_0026,Google,Retargeting - Supplements - Scale,Retargeting,active,3128.83,lowest_cost,1d_click,2025-09-03 03:47:05
GC_00000310,CL_0026,Google,Shopping - Supplements - Q2,Shopping,active,2655.30,cost_cap,1d_click,2026-01-03 19:40:02
GC_00000311,CL_0026,Google,Shopping - Supplements - Promo,Shopping,active,2573.15,lowest_cost,1d_click,2026-02-06 09:24:39
GC_00000312,CL_0026,Google,Shopping - Supplements - Scale,Shopping,active,1151.02,target_roas,data_driven,2025-12-21 05:18:23
GC_00000313,CL_0026,Google,Retargeting - Supplements - Q2,Retargeting,active,2974.34,maximize_conversions,1d_click,2025-11-17 11:51:44
GC_00000314,CL_0026,Google,Winback - Supplements - Q2,Winback,active,2892.02,target_roas,1d_click,2025-12-02 09:06:48
MC_00000315,CL_0027,Meta,Shopping - Beauty - Promo,Shopping,paused,1451.27,target_roas,1d_click,2025-11-17 08:06:53
MC_00000316,CL_0027,Meta,Lookalike - Beauty - Q2,Lookalike,active,1115.53,target_roas,1d_click,2025-12-23 05:08:31
MC_00000317,CL_0027,Meta,Brand Search - Beauty - Q2,Brand Search,active,4045.47,maximize_conversions,7d_click,2025-10-27 04:49:20
MC_00000318,CL_0027,Meta,Lookalike - Beauty - Scale,Lookalike,learning,2450.94,maximize_conversions,7d_click_1d_view,2025-07-28 20:20:58
GC_00000319,CL_0027,Google,Winback - Beauty - Q2,Winback,active,4045.23,target_roas,7d_click_1d_view,2025-10-18 05:35:53
GC_00000320,CL_0027,Google,Prospecting - Beauty - Q2,Prospecting,active,3221.27,maximize_conversions,7d_click,2025-10-13 21:38:05
GC_00000321,CL_0027,Google,Shopping - Beauty - Promo,Shopping,learning,2987.89,target_roas,1d_click,2026-01-01 05:50:57
GC_00000322,CL_0027,Google,Lookalike - Beauty - Q2,Lookalike,active,2993.09,cost_cap,7d_click,2025-12-13 12:09:06
GC_00000323,CL_0027,Google,Retargeting - Beauty - Q2,Retargeting,active,1999.22,maximize_conversions,1d_click,2026-03-09 19:12:01
MC_00000324,CL_0028,Meta,Shopping - Home Goods - Promo,Shopping,active,1468.80,cost_cap,1d_click,2025-07-18 14:43:04
MC_00000325,CL_0028,Meta,Lookalike - Home Goods - Evergreen,Lookalike,learning,1327.00,lowest_cost,data_driven,2025-11-18 17:13:45
MC_00000326,CL_0028,Meta,Retargeting - Home Goods - Promo,Retargeting,learning,1165.81,lowest_cost,7d_click_1d_view,2025-11-22 05:18:16
MC_00000327,CL_0028,Meta,Shopping - Home Goods - Scale,Shopping,active,1368.83,target_roas,7d_click,2025-10-16 06:28:05
MC_00000328,CL_0028,Meta,Winback - Home Goods - Q2,Winback,active,448.15,lowest_cost,data_driven,2025-12-20 19:42:58
MC_00000329,CL_0028,Meta,Winback - Home Goods - Promo,Winback,active,512.78,target_roas,data_driven,2026-03-01 17:17:22
MC_00000330,CL_0028,Meta,Prospecting - Home Goods - Q2,Prospecting,active,427.65,target_roas,7d_click_1d_view,2025-08-06 07:45:48
GC_00000331,CL_0028,Google,Lookalike - Home Goods - Q2,Lookalike,paused,781.25,lowest_cost,7d_click_1d_view,2026-02-04 18:39:26
GC_00000332,CL_0028,Google,Shopping - Home Goods - Evergreen,Shopping,active,2322.32,lowest_cost,1d_click,2026-01-13 05:43:41
GC_00000333,CL_0028,Google,Retargeting - Home Goods - Promo,Retargeting,active,2336.15,maximize_conversions,data_driven,2025-11-27 03:16:24
GC_00000334,CL_0028,Google,Winback - Home Goods - Promo,Winback,paused,241.35,target_roas,7d_click_1d_view,2025-12-15 12:35:12
GC_00000335,CL_0028,Google,Lookalike - Home Goods - Scale,Lookalike,active,1377.40,cost_cap,1d_click,2025-09-25 11:18:18
GC_00000336,CL_0028,Google,Brand Search - Home Goods - Q2,Brand Search,learning,2177.70,maximize_conversions,1d_click,2025-08-31 21:27:05
GC_00000337,CL_0028,Google,Brand Search - Home Goods - Scale,Brand Search,active,2477.04,cost_cap,data_driven,2025-10-22 17:46:14
GC_00000338,CL_0028,Google,Shopping - Home Goods - Promo,Shopping,active,613.32,target_roas,data_driven,2025-08-27 03:09:28
MC_00000339,CL_0029,Meta,Winback - Pet Supplies - Promo,Winback,active,1614.41,lowest_cost,7d_click,2026-01-02 23:20:00
MC_00000340,CL_0029,Meta,Retargeting - Pet Supplies - Scale,Retargeting,limited,439.73,target_roas,7d_click_1d_view,2026-02-05 13:40:35
MC_00000341,CL_0029,Meta,Winback - Pet Supplies - Promo,Winback,paused,3128.23,cost_cap,data_driven,2026-03-11 23:42:14
MC_00000342,CL_0029,Meta,Retargeting - Pet Supplies - Promo,Retargeting,active,868.93,maximize_conversions,data_driven,2025-10-30 09:17:33
MC_00000343,CL_0029,Meta,Retargeting - Pet Supplies - Promo,Retargeting,learning,1773.98,maximize_conversions,data_driven,2025-10-11 07:34:41
MC_00000344,CL_0029,Meta,Winback - Pet Supplies - Q2,Winback,active,3013.04,maximize_conversions,7d_click_1d_view,2026-02-21 21:28:16
MC_00000345,CL_0029,Meta,Prospecting - Pet Supplies - Evergreen,Prospecting,learning,1195.55,cost_cap,7d_click,2025-12-19 04:14:07
MC_00000346,CL_0029,Meta,Lookalike - Pet Supplies - Evergreen,Lookalike,active,2056.70,lowest_cost,7d_click,2025-09-16 21:47:13
GC_00000347,CL_0029,Google,Lookalike - Pet Supplies - Promo,Lookalike,active,2457.73,target_roas,7d_click_1d_view,2026-01-14 19:20:01
GC_00000348,CL_0029,Google,Winback - Pet Supplies - Promo,Winback,active,1532.71,target_roas,7d_click_1d_view,2026-03-07 23:35:05
GC_00000349,CL_0029,Google,Winback - Pet Supplies - Evergreen,Winback,active,1845.99,maximize_conversions,data_driven,2026-01-02 10:23:09
GC_00000350,CL_0029,Google,Shopping - Pet Supplies - Q2,Shopping,learning,654.90,cost_cap,data_driven,2026-01-17 05:10:58
GC_00000351,CL_0029,Google,Retargeting - Pet Supplies - Promo,Retargeting,active,2183.60,cost_cap,data_driven,2025-12-09 21:50:15
GC_00000352,CL_0029,Google,Retargeting - Pet Supplies - Promo,Retargeting,paused,1195.32,target_roas,data_driven,2025-08-27 13:42:27
GC_00000353,CL_0029,Google,Retargeting - Pet Supplies - Promo,Retargeting,limited,1896.68,target_roas,1d_click,2026-01-28 12:04:54
GC_00000354,CL_0029,Google,Lookalike - Pet Supplies - Q2,Lookalike,paused,1105.51,target_roas,7d_click_1d_view,2026-01-04 22:26:01
MC_00000355,CL_0030,Meta,Prospecting - Pet Supplies - Promo,Prospecting,active,1698.32,target_roas,data_driven,2025-07-20 06:29:43
MC_00000356,CL_0030,Meta,Prospecting - Pet Supplies - Q2,Prospecting,active,740.36,target_roas,1d_click,2026-02-03 22:14:25
MC_00000357,CL_0030,Meta,Prospecting - Pet Supplies - Promo,Prospecting,paused,1036.60,lowest_cost,7d_click,2025-07-19 04:51:04
MC_00000358,CL_0030,Meta,Prospecting - Pet Supplies - Evergreen,Prospecting,active,1197.46,maximize_conversions,7d_click,2025-08-29 13:39:53
MC_00000359,CL_0030,Meta,Winback - Pet Supplies - Evergreen,Winback,active,1219.51,cost_cap,7d_click_1d_view,2025-07-26 17:45:10
GC_00000360,CL_0030,Google,Shopping - Pet Supplies - Promo,Shopping,paused,1734.59,cost_cap,7d_click_1d_view,2025-10-18 09:34:39
GC_00000361,CL_0030,Google,Winback - Pet Supplies - Promo,Winback,active,1300.69,cost_cap,data_driven,2025-12-07 21:18:23
GC_00000362,CL_0030,Google,Shopping - Pet Supplies - Evergreen,Shopping,active,1209.69,cost_cap,data_driven,2025-09-02 06:00:41
GC_00000363,CL_0030,Google,Shopping - Pet Supplies - Q2,Shopping,paused,339.02,lowest_cost,7d_click,2025-10-21 18:48:10
GC_00000364,CL_0030,Google,Shopping - Pet Supplies - Q2,Shopping,active,754.77,target_roas,7d_click,2025-10-27 11:38:20
GC_00000365,CL_0030,Google,Shopping - Pet Supplies - Evergreen,Shopping,active,814.49,target_roas,7d_click,2025-08-16 05:30:45
GC_00000366,CL_0030,Google,Brand Search - Pet Supplies - Q2,Brand Search,active,1016.90,target_roas,data_driven,2025-12-30 00:27:13
MC_00000367,CL_0031,Meta,Brand Search - Jewelry - Scale,Brand Search,active,767.82,lowest_cost,data_driven,2025-10-02 01:40:23
MC_00000368,CL_0031,Meta,Winback - Jewelry - Evergreen,Winback,paused,2376.19,target_roas,data_driven,2026-01-08 07:58:36
MC_00000369,CL_0031,Meta,Retargeting - Jewelry - Evergreen,Retargeting,active,2440.41,lowest_cost,7d_click,2025-10-17 08:50:49
MC_00000370,CL_0031,Meta,Winback - Jewelry - Q2,Winback,active,2756.65,lowest_cost,7d_click_1d_view,2025-11-11 21:02:42
MC_00000371,CL_0031,Meta,Lookalike - Jewelry - Promo,Lookalike,active,3156.67,lowest_cost,1d_click,2025-11-07 08:55:25
MC_00000372,CL_0031,Meta,Lookalike - Jewelry - Q2,Lookalike,active,987.55,cost_cap,data_driven,2025-12-27 17:01:30
GC_00000373,CL_0031,Google,Winback - Jewelry - Promo,Winback,active,3181.42,lowest_cost,7d_click_1d_view,2026-02-07 21:05:11
GC_00000374,CL_0031,Google,Shopping - Jewelry - Promo,Shopping,active,176.03,maximize_conversions,data_driven,2025-07-31 08:45:38
GC_00000375,CL_0031,Google,Retargeting - Jewelry - Evergreen,Retargeting,active,2955.33,maximize_conversions,7d_click,2026-03-04 02:46:49
GC_00000376,CL_0031,Google,Lookalike - Jewelry - Q2,Lookalike,active,183.22,maximize_conversions,7d_click,2025-11-23 09:49:02
GC_00000377,CL_0031,Google,Winback - Jewelry - Evergreen,Winback,paused,597.25,cost_cap,7d_click_1d_view,2025-07-15 03:08:27
GC_00000378,CL_0031,Google,Retargeting - Jewelry - Evergreen,Retargeting,active,2040.18,cost_cap,7d_click_1d_view,2025-07-18 13:12:41
MC_00000379,CL_0032,Meta,Winback - Apparel - Scale,Winback,paused,767.37,maximize_conversions,data_driven,2025-08-04 21:18:34
MC_00000380,CL_0032,Meta,Winback - Apparel - Promo,Winback,paused,1302.23,target_roas,1d_click,2025-10-11 09:17:04
MC_00000381,CL_0032,Meta,Prospecting - Apparel - Evergreen,Prospecting,active,1335.73,maximize_conversions,data_driven,2026-01-09 20:31:39
MC_00000382,CL_0032,Meta,Prospecting - Apparel - Scale,Prospecting,active,314.47,target_roas,7d_click,2026-01-15 02:10:26
MC_00000383,CL_0032,Meta,Winback - Apparel - Evergreen,Winback,active,1450.41,cost_cap,1d_click,2026-02-27 14:09:09
GC_00000384,CL_0032,Google,Brand Search - Apparel - Evergreen,Brand Search,paused,145.27,target_roas,7d_click_1d_view,2025-12-16 21:25:42
GC_00000385,CL_0032,Google,Brand Search - Apparel - Evergreen,Brand Search,active,1596.85,lowest_cost,data_driven,2025-08-09 20:58:33
GC_00000386,CL_0032,Google,Retargeting - Apparel - Q2,Retargeting,limited,694.36,cost_cap,7d_click_1d_view,2025-11-21 16:07:26
GC_00000387,CL_0032,Google,Brand Search - Apparel - Evergreen,Brand Search,active,1570.04,maximize_conversions,data_driven,2025-08-08 15:39:56
GC_00000388,CL_0032,Google,Retargeting - Apparel - Evergreen,Retargeting,paused,1033.61,target_roas,1d_click,2025-08-27 10:02:30
MC_00000389,CL_0033,Meta,Shopping - Apparel - Scale,Shopping,active,2652.11,lowest_cost,1d_click,2025-10-24 03:45:29
MC_00000390,CL_0033,Meta,Brand Search - Apparel - Evergreen,Brand Search,active,2499.08,target_roas,data_driven,2025-11-01 16:36:38
MC_00000391,CL_0033,Meta,Brand Search - Apparel - Evergreen,Brand Search,paused,2590.18,maximize_conversions,1d_click,2025-11-22 07:46:39
MC_00000392,CL_0033,Meta,Retargeting - Apparel - Evergreen,Retargeting,active,2514.67,lowest_cost,7d_click_1d_view,2025-10-30 14:19:01
MC_00000393,CL_0033,Meta,Shopping - Apparel - Promo,Shopping,paused,2518.57,target_roas,7d_click_1d_view,2026-02-27 09:01:22
MC_00000394,CL_0033,Meta,Shopping - Apparel - Evergreen,Shopping,active,1485.25,target_roas,7d_click_1d_view,2025-10-29 21:08:48
MC_00000395,CL_0033,Meta,Prospecting - Apparel - Q2,Prospecting,active,482.93,target_roas,1d_click,2026-01-19 02:26:02
GC_00000396,CL_0033,Google,Brand Search - Apparel - Q2,Brand Search,learning,1083.12,lowest_cost,1d_click,2025-08-11 22:58:55
