order_id,client_id,customer_id,email_hash,order_ts,order_value,discount_used,discount_amount,payment_status,fulfillment_status,sales_channel
SO_000007872,CL_0020,CU_CL_0020_000343,em_5f29093df9c645dd0f3a,2026-04-01 19:35:21,84.48,false,0.00,paid,fulfilled,online_store
SO_000007873,CL_0020,CU_CL_0020_000434,em_93f3c0f021adaca2f692,2026-05-27 08:53:18,15.41,false,0.00,refunded,fulfilled,online_store
SO_000007874,CL_0020,CU_CL_0020_000478,em_4751efaefd28139e35b0,2026-03-26 15:22:18,32.56,false,0.00,paid,fulfilled,online_store
SO_000007875,CL_0020,CU_CL_0020_000122,em_0d71967715dfa22388f1,2026-05-22 16:08:44,32.24,false,0.00,paid,fulfilled,online_store
SO_000007876,CL_0020,CU_CL_0020_000292,em_52350948ec8659f73db2,2026-04-04 12:47:06,88.41,false,0.00,paid,fulfilled,amazon
SO_000007877,CL_0020,CU_CL_0020_000420,em_3b9e6d2d83e2d61b57f5,2026-05-05 11:42:50,29.02,true,5.73,paid,fulfilled,online_store
SO_000007878,CL_0020,CU_CL_0020_000420,em_3b9e6d2d83e2d61b57f5,2026-05-07 20:51:25,126.63,false,0.00,refunded,fulfilled,amazon
SO_000007879,CL_0020,CU_CL_0020_000789,em_4da58135082ba9af7de8,2026-04-22 23:23:13,46.23,false,0.00,paid,fulfilled,online_store
SO_000007880,CL_0020,CU_CL_0020_000479,em_26b01157a8fc4f931a38,2026-05-29 20:35:32,32.24,false,0.00,paid,fulfilled,tiktok_shop
SO_000007881,CL_0020,CU_CL_0020_000473,em_08f88e8620d658e55ee7,2026-04-25 14:54:42,90.95,false,0.00,paid,fulfilled,online_store
SO_000007882,CL_0020,CU_CL_0020_000533,em_5aa0fb7db018e01b5ded,2026-04-18 19:59:31,16.32,false,0.00,paid,fulfilled,online_store
SO_000007883,CL_0020,CU_CL_0020_000004,em_d4d54499a3c81d0d7d1d,2026-04-03 17:11:21,28.90,true,3.34,paid,unfulfilled,online_store
SO_000007884,CL_0020,CU_CL_0020_000395,em_a548e6755735f10ae671,2026-05-09 10:31:54,75.93,true,14.35,paid,fulfilled,online_store
SO_000007885,CL_0020,CU_CL_0020_000354,em_8328272f20988bb63ac6,2026-03-13 18:32:40,60.84,false,0.00,paid,fulfilled,shop_app
SO_000007886,CL_0020,CU_CL_0020_000179,em_bdb0e5dcdfd784695af7,2026-03-30 14:48:02,86.22,false,0.00,paid,fulfilled,online_store
SO_000007887,CL_0020,CU_CL_0020_000766,em_07e786c0f352e3d104b7,2026-03-23 18:52:56,15.41,false,0.00,paid,fulfilled,online_store
SO_000007888,CL_0020,CU_CL_0020_000172,em_fdf3905fe0b498e7e131,2026-03-28 23:53:06,32.24,false,0.00,paid,fulfilled,online_store
SO_000007889,CL_0020,CU_CL_0020_000615,em_692e1d6b6a3d313e90fe,2026-04-08 10:11:05,18.10,true,2.18,paid,fulfilled,online_store
SO_000007890,CL_0020,CU_CL_0020_000477,em_54af4b0b8a39a815fc20,2026-03-17 04:51:23,88.97,false,0.00,paid,unfulfilled,online_store
SO_000007891,CL_0020,CU_CL_0020_000215,em_fff3b390c7878b48c4c1,2026-05-27 15:09:44,34.75,false,0.00,paid,fulfilled,amazon
SO_000007892,CL_0020,CU_CL_0020_000713,em_c6a2e8744c03e10d2a7f,2026-04-19 05:11:13,49.76,false,0.00,paid,fulfilled,amazon
SO_000007893,CL_0020,CU_CL_0020_000488,em_ce4bdcbac8c080398416,2026-04-20 03:56:24,15.47,true,0.85,paid,fulfilled,online_store
SO_000007894,CL_0020,CU_CL_0020_000016,em_2fc6e4c5eab2d9265e77,2026-03-14 01:09:07,55.03,false,0.00,paid,fulfilled,online_store
SO_000007895,CL_0020,CU_CL_0020_000670,em_0f4ac96ad45666baae7b,2026-05-02 08:49:50,18.55,true,1.73,paid,fulfilled,online_store
SO_000007896,CL_0020,CU_CL_0020_000323,em_df4381526b4a2c7162ae,2026-03-17 19:25:51,20.65,false,0.00,paid,fulfilled,online_store
SO_000007897,CL_0020,CU_CL_0020_000625,em_40b4cd2ea6b47c46dcc1,2026-03-15 05:30:18,24.83,false,0.00,paid,fulfilled,online_store
SO_000007898,CL_0020,CU_CL_0020_000231,em_cfb600cf7020f33ac76f,2026-05-26 19:00:34,32.24,false,0.00,paid,fulfilled,online_store
SO_000007899,CL_0020,CU_CL_0020_000753,em_be496945b1f2d09b834e,2026-04-09 10:52:11,76.66,false,0.00,paid,partial,online_store
SO_000007900,CL_0020,CU_CL_0020_000158,em_badc0b1476e625407cc1,2026-04-08 08:48:51,100.16,false,0.00,paid,fulfilled,online_store
SO_000007901,CL_0020,CU_CL_0020_000553,em_8bb0bf88f28598711cba,2026-03-22 00:55:06,41.00,false,0.00,paid,fulfilled,online_store
SO_000007902,CL_0020,CU_CL_0020_000196,em_ccc19deaa144eb379deb,2026-04-27 23:25:24,41.00,false,0.00,paid,fulfilled,shop_app
SO_000007903,CL_0020,CU_CL_0020_000541,em_cc222762b66f9f52d401,2026-04-25 05:37:48,31.33,false,0.00,paid,fulfilled,online_store
SO_000007904,CL_0020,CU_CL_0020_000387,em_95dcd09568773989895a,2026-05-05 09:10:07,52.52,false,0.00,paid,fulfilled,shop_app
SO_000007905,CL_0020,CU_CL_0020_000098,em_b4044a0f6628f9e67101,2026-03-26 10:08:00,31.33,false,0.00,paid,fulfilled,online_store
SO_000007906,CL_0020,CU_CL_0020_000444,em_278bba237be6054eec41,2026-03-30 01:39:18,20.28,false,0.00,paid,fulfilled,online_store
SO_000007907,CL_0020,CU_CL_0020_000323,em_df4381526b4a2c7162ae,2026-04-01 03:56:31,25.22,true,7.02,paid,fulfilled,online_store
SO_000007908,CL_0020,CU_CL_0020_000052,em_95f2033cc3c287ff41c1,2026-04-07 15:08:02,31.19,true,2.25,paid,fulfilled,amazon
SO_000007909,CL_0020,CU_CL_0020_000331,em_54c651c5e761e74d2bb4,2026-05-24 11:35:30,34.75,false,0.00,paid,fulfilled,online_store
SO_000007910,CL_0020,CU_CL_0020_000750,em_9f1c607b5d3ff75aa7dc,2026-05-29 21:22:56,26.40,true,4.93,paid,fulfilled,online_store
SO_000007911,CL_0020,CU_CL_0020_000475,em_f24a454c4b75cbf1b89e,2026-03-30 01:59:05,30.43,false,0.00,paid,fulfilled,shop_app
SO_000007912,CL_0020,CU_CL_0020_000256,em_4c13e5df6eecabb02813,2026-03-29 10:07:19,60.86,false,0.00,paid,partial,online_store
SO_000007913,CL_0020,CU_CL_0020_000458,em_75d1eb83b2f134228fa2,2026-05-05 20:27:57,76.66,false,0.00,paid,partial,online_store
SO_000007914,CL_0020,CU_CL_0020_000289,em_75ebd17890384318652e,2026-05-05 18:37:22,32.56,false,0.00,paid,partial,online_store
SO_000007915,CL_0020,CU_CL_0020_000608,em_d6484c0b2452a6b1aa66,2026-04-07 10:02:03,36.56,true,8.92,paid,fulfilled,shop_app
SO_000007916,CL_0020,CU_CL_0020_000793,em_a997b33f38d3710aa68d,2026-04-14 04:22:16,40.93,false,0.00,paid,fulfilled,online_store
SO_000007917,CL_0020,CU_CL_0020_000104,em_3c583c6fbad1d5219910,2026-03-29 18:15:51,24.83,false,0.00,paid,fulfilled,online_store
SO_000007918,CL_0020,CU_CL_0020_000617,em_2b93f1f3c27ecd0f10b7,2026-05-19 23:01:06,58.19,false,0.00,paid,fulfilled,online_store
SO_000007919,CL_0020,CU_CL_0020_000315,em_f679d8823fd70c552d31,2026-04-19 15:12:41,78.04,false,0.00,paid,fulfilled,online_store
SO_000007920,CL_0020,CU_CL_0020_000783,em_0b30c95ef8411c113106,2026-04-09 19:47:44,35.74,true,5.26,paid,partial,online_store
SO_000007921,CL_0020,CU_CL_0020_000285,em_cc2ae950f4bdd1276ad9,2026-05-01 11:50:07,20.65,false,0.00,paid,fulfilled,online_store
SO_000007922,CL_0020,CU_CL_0020_000300,em_a620fc530bcc6e1c2e31,2026-03-16 08:18:27,32.56,false,0.00,paid,fulfilled,online_store
SO_000007923,CL_0020,CU_CL_0020_000786,em_b234ff30b0e745780220,2026-05-18 09:50:49,24.91,true,7.65,paid,fulfilled,online_store
SO_000007924,CL_0020,CU_CL_0020_000275,em_fcdd8115676111ab67cd,2026-04-03 04:39:58,59.33,true,7.02,paid,fulfilled,online_store
SO_000007925,CL_0020,CU_CL_0020_000531,em_a15a8d4a4ae46addca43,2026-03-22 16:38:21,56.68,false,0.00,paid,fulfilled,online_store
SO_000007926,CL_0020,CU_CL_0020_000322,em_c8a273fabac3c846a356,2026-03-27 16:30:33,16.32,false,0.00,paid,fulfilled,shop_app
SO_000007927,CL_0020,CU_CL_0020_000485,em_829ce625621571d0bfae,2026-03-17 02:00:32,60.86,false,0.00,paid,fulfilled,online_store
SO_000007928,CL_0020,CU_CL_0020_000427,em_b963fc17cbc70f54fd63,2026-05-03 07:55:43,16.18,true,4.10,paid,fulfilled,online_store
SO_000007929,CL_0020,CU_CL_0020_000297,em_8dce0a4b787d8cb22ae2,2026-03-12 16:55:55,11.86,true,3.55,paid,fulfilled,online_store
SO_000007930,CL_0020,CU_CL_0020_000259,em_21856e60c36e221d0244,2026-05-13 22:53:06,14.63,true,1.69,paid,fulfilled,online_store
SO_000007931,CL_0020,CU_CL_0020_000650,em_ef9e17dce32b2654f23b,2026-04-24 19:05:31,34.75,false,0.00,paid,fulfilled,online_store
SO_000007932,CL_0020,CU_CL_0020_000041,em_2b482dc0069e819f70e1,2026-06-01 01:41:04,32.24,false,0.00,paid,fulfilled,online_store
SO_000007933,CL_0020,CU_CL_0020_000779,em_2f691a172ace688dc073,2026-05-06 21:08:51,25.35,false,0.00,partially_refunded,fulfilled,online_store
SO_000007934,CL_0020,CU_CL_0020_000311,em_1a2ef80e1647707cfa08,2026-05-26 22:17:46,23.20,true,7.23,failed,partial,tiktok_shop
SO_000007935,CL_0020,CU_CL_0020_000565,em_f16ea1d62d2117c641fc,2026-06-06 06:13:02,25.35,false,0.00,paid,fulfilled,online_store
SO_000007936,CL_0020,CU_CL_0020_000721,em_44b8585eed5ea600cb5c,2026-05-16 23:14:03,32.64,false,0.00,paid,partial,online_store
SO_000007937,CL_0020,CU_CL_0020_000019,em_5c2851e5a0e9d47588ec,2026-05-27 23:49:10,16.32,false,0.00,paid,fulfilled,online_store
SO_000007938,CL_0020,CU_CL_0020_000159,em_79f8c9410bde82bfa943,2026-05-12 15:33:49,30.43,false,0.00,paid,fulfilled,amazon
SO_000007939,CL_0020,CU_CL_0020_000364,em_ee080ca89e869b6a55c6,2026-05-30 16:59:58,114.54,false,0.00,paid,fulfilled,online_store
SO_000007940,CL_0020,CU_CL_0020_000106,em_8005a70ebb2c70bd6004,2026-03-16 11:19:21,74.88,false,0.00,paid,partial,online_store
SO_000007941,CL_0020,CU_CL_0020_000080,em_15f4f6f396cc72e1079d,2026-05-31 10:14:35,82.00,false,0.00,paid,fulfilled,online_store
SO_000007942,CL_0020,CU_CL_0020_000601,em_e3d6214e9c7226f427cb,2026-04-01 16:12:40,79.50,true,25.47,paid,fulfilled,online_store
SO_000007943,CL_0021,CU_CL_0021_000229,em_87d92f9fdb1baf8ab3ac,2026-06-02 16:56:02,25.76,false,0.00,paid,partial,online_store
SO_000007944,CL_0021,CU_CL_0021_000549,em_9a6afa3f64114ac1acf6,2026-06-06 11:27:40,24.76,false,0.00,paid,fulfilled,online_store
SO_000007945,CL_0021,CU_CL_0021_000218,em_e53853e5384bf8155e55,2026-05-10 15:54:09,14.09,true,2.75,paid,partial,shop_app
SO_000007946,CL_0021,CU_CL_0021_000581,em_ce3e2605dddfd2278d13,2026-03-13 04:10:48,16.31,true,2.17,refunded,fulfilled,online_store
SO_000007947,CL_0021,CU_CL_0021_000250,em_d85ea96e68b5aff057ea,2026-05-02 00:23:35,22.17,false,0.00,paid,partial,amazon
SO_000007948,CL_0021,CU_CL_0021_000451,em_1b003c08e754ac2d17c9,2026-05-20 18:03:19,19.94,true,2.23,paid,fulfilled,amazon
SO_000007949,CL_0021,CU_CL_0021_000107,em_a3ef97452cfc16c39d1e,2026-03-30 05:55:12,27.25,false,0.00,paid,fulfilled,shop_app
SO_000007950,CL_0021,CU_CL_0021_000425,em_e59866a2c550aa015432,2026-06-02 09:01:48,35.12,false,0.00,paid,partial,online_store
SO_000007951,CL_0021,CU_CL_0021_000763,em_5dff1ac9fe0a61b4ec53,2026-05-11 21:15:25,81.76,false,0.00,paid,fulfilled,online_store
SO_000007952,CL_0021,CU_CL_0021_000201,em_5c83fb5a34d491eea129,2026-04-29 22:07:28,93.93,false,0.00,paid,fulfilled,online_store
SO_000007953,CL_0021,CU_CL_0021_000077,em_ab63d30bc7d67ed7b812,2026-05-23 07:50:51,16.25,false,0.00,paid,fulfilled,online_store
SO_000007954,CL_0021,CU_CL_0021_000187,em_85b684acc0b258cb8cc4,2026-03-12 23:05:04,28.24,false,0.00,paid,fulfilled,online_store
SO_000007955,CL_0021,CU_CL_0021_000396,em_ed6399cf625f89d21428,2026-04-06 23:09:51,20.90,true,4.86,paid,fulfilled,online_store
SO_000007956,CL_0021,CU_CL_0021_000329,em_0e34f85d07cbbdc2f7f1,2026-03-15 09:08:45,69.60,false,0.00,paid,partial,online_store
SO_000007957,CL_0021,CU_CL_0021_000796,em_c94d526b04ff79647cbb,2026-05-05 17:58:12,23.69,true,3.56,paid,fulfilled,online_store
SO_000007958,CL_0021,CU_CL_0021_000546,em_f416c62c7a3702034df4,2026-05-28 00:01:01,15.43,true,1.41,paid,fulfilled,online_store
SO_000007959,CL_0021,CU_CL_0021_000002,em_f2d706666953476f0909,2026-05-03 14:04:59,34.73,false,0.00,paid,fulfilled,online_store
SO_000007960,CL_0021,CU_CL_0021_000319,em_f3e24fc03fdc5a752fd8,2026-03-15 16:22:00,30.24,false,0.00,paid,fulfilled,online_store
SO_000007961,CL_0021,CU_CL_0021_000156,em_77203387d7e4e807eab5,2026-06-06 07:20:49,28.24,false,0.00,paid,fulfilled,online_store
SO_000007962,CL_0021,CU_CL_0021_000640,em_6a56814e43af4db6dd48,2026-04-14 08:08:02,16.25,false,0.00,paid,fulfilled,online_store
SO_000007963,CL_0021,CU_CL_0021_000601,em_897a5e46a7d3b68d4101,2026-04-03 12:04:37,27.25,false,0.00,paid,fulfilled,online_store
SO_000007964,CL_0021,CU_CL_0021_000114,em_081401613d2f65536aa7,2026-03-14 21:20:07,15.67,true,1.17,paid,fulfilled,online_store
SO_000007965,CL_0021,CU_CL_0021_000004,em_57827c6130ea3515c464,2026-03-23 08:02:37,57.49,false,0.00,paid,partial,online_store
SO_000007966,CL_0021,CU_CL_0021_000634,em_8270abc0fe69ebb71396,2026-05-11 08:12:26,15.21,true,1.63,paid,fulfilled,amazon
SO_000007967,CL_0021,CU_CL_0021_000714,em_ec14877bb478aef06781,2026-05-08 02:08:03,24.76,false,0.00,paid,fulfilled,online_store
SO_000007968,CL_0021,CU_CL_0021_000621,em_159096b3f641883e98b7,2026-05-07 00:59:44,43.24,false,0.00,paid,fulfilled,tiktok_shop
SO_000007969,CL_0021,CU_CL_0021_000366,em_ec53bccecd4ba2730247,2026-05-18 03:38:01,33.45,false,0.00,paid,fulfilled,amazon
SO_000007970,CL_0021,CU_CL_0021_000715,em_959ec907d42e253f9e9c,2026-04-07 02:38:35,23.20,false,0.00,paid,fulfilled,online_store
SO_000007971,CL_0021,CU_CL_0021_000199,em_716d4cb02dcbca8fd6c6,2026-04-13 10:14:52,30.67,false,0.00,paid,unfulfilled,shop_app
SO_000007972,CL_0021,CU_CL_0021_000291,em_b32154c6e5a0baf87818,2026-05-28 04:49:15,40.18,true,3.45,paid,fulfilled,online_store
SO_000007973,CL_0021,CU_CL_0021_000592,em_8ecc6a2f939b94ff1699,2026-04-28 17:13:40,26.78,true,1.46,paid,fulfilled,online_store
SO_000007974,CL_0021,CU_CL_0021_000116,em_246d3baac737330c02d5,2026-04-19 18:18:08,53.87,false,0.00,paid,partial,online_store
SO_000007975,CL_0021,CU_CL_0021_000062,em_4b9346727e7a37d2d3d8,2026-06-08 09:20:16,47.79,true,10.61,paid,fulfilled,online_store
SO_000007976,CL_0021,CU_CL_0021_000488,em_524678aa4d17a78d266b,2026-03-16 19:24:13,12.48,true,3.77,paid,fulfilled,shop_app
SO_000007977,CL_0021,CU_CL_0021_000771,em_b5b63a34fd21f01ae30d,2026-04-29 00:46:56,19.71,true,6.05,paid,fulfilled,tiktok_shop
SO_000007978,CL_0021,CU_CL_0021_000082,em_40ca7052fefba17a1c4a,2026-04-16 21:41:17,54.08,true,8.22,paid,partial,shop_app
SO_000007979,CL_0021,CU_CL_0021_000175,em_c0bcffce9169757f07af,2026-03-29 02:40:21,23.74,true,3.51,paid,fulfilled,online_store
SO_000007980,CL_0021,CU_CL_0021_000615,em_b18de57034f4497f9b1e,2026-05-18 06:09:49,30.67,false,0.00,paid,partial,online_store
SO_000007981,CL_0021,CU_CL_0021_000039,em_60c4d37c21b94c717d92,2026-05-29 02:44:24,100.35,false,0.00,paid,fulfilled,tiktok_shop
SO_000007982,CL_0021,CU_CL_0021_000744,em_256de7a8b5a16c1fc2bc,2026-06-02 23:01:25,38.97,false,0.00,paid,fulfilled,online_store
SO_000007983,CL_0021,CU_CL_0021_000615,em_b18de57034f4497f9b1e,2026-06-03 09:22:31,77.27,false,0.00,paid,fulfilled,amazon
SO_000007984,CL_0021,CU_CL_0021_000048,em_e42299bdbb0022c70c06,2026-05-14 20:27:22,44.22,true,6.19,paid,partial,online_store
SO_000007985,CL_0021,CU_CL_0021_000359,em_394fb84afe28641a4d60,2026-03-23 11:00:40,49.54,false,0.00,paid,fulfilled,online_store
SO_000007986,CL_0021,CU_CL_0021_000681,em_31123b63b1fabef4db17,2026-05-25 19:59:33,22.17,false,0.00,paid,fulfilled,online_store
SO_000007987,CL_0021,CU_CL_0021_000322,em_7ce4f5d1dfd6d4a04ef8,2026-04-05 02:20:06,28.24,false,0.00,paid,fulfilled,online_store
SO_000007988,CL_0021,CU_CL_0021_000074,em_68e47b35c0dea5ada91e,2026-05-17 00:07:22,49.97,true,7.29,paid,partial,online_store
SO_000007989,CL_0021,CU_CL_0021_000387,em_7c7d4de8034b5c1c79ff,2026-04-15 06:36:59,33.45,false,0.00,paid,fulfilled,amazon
SO_000007990,CL_0021,CU_CL_0021_000642,em_22308efd93d473e18f12,2026-03-16 18:58:05,30.24,false,0.00,partially_refunded,partial,online_store
SO_000007991,CL_0021,CU_CL_0021_000111,em_a3387357ae5d29ae5bfa,2026-04-16 14:20:51,23.20,false,0.00,paid,fulfilled,online_store
SO_000007992,CL_0021,CU_CL_0021_000379,em_5279bb220c932c84f854,2026-05-19 08:48:02,38.97,false,0.00,paid,fulfilled,online_store
SO_000007993,CL_0021,CU_CL_0021_000627,em_3468fd16140beade8a56,2026-06-01 17:37:20,64.88,true,3.51,paid,fulfilled,online_store
SO_000007994,CL_0021,CU_CL_0021_000666,em_c713a98aeba2fb8e4e4d,2026-05-25 06:11:21,30.24,false,0.00,paid,fulfilled,online_store
SO_000007995,CL_0021,CU_CL_0021_000411,em_527adc3fbd1d6b1ca434,2026-04-20 22:58:44,25.76,false,0.00,paid,fulfilled,tiktok_shop
SO_000007996,CL_0021,CU_CL_0021_000084,em_a2e2a97dac007f0a875a,2026-04-21 09:09:54,54.35,false,0.00,paid,fulfilled,online_store
SO_000007997,CL_0021,CU_CL_0021_000655,em_24029940df6f18cd59e3,2026-03-27 08:50:50,14.01,true,2.24,paid,fulfilled,tiktok_shop
SO_000007998,CL_0021,CU_CL_0021_000186,em_75bf158ec97847b6fc9d,2026-04-26 07:43:26,27.25,false,0.00,paid,fulfilled,tiktok_shop
SO_000007999,CL_0021,CU_CL_0021_000175,em_c0bcffce9169757f07af,2026-05-22 13:36:23,26.41,true,4.74,paid,fulfilled,online_store
SO_000008000,CL_0021,CU_CL_0021_000254,em_db4dd78daba0cbe48a1e,2026-04-11 08:58:00,30.24,false,0.00,failed,unfulfilled,online_store
SO_000008001,CL_0021,CU_CL_0021_000325,em_6d165d29c98b6e789e90,2026-03-13 17:15:50,30.24,false,0.00,paid,fulfilled,online_store
SO_000008002,CL_0021,CU_CL_0021_000267,em_157c107d8c1341f8171e,2026-04-04 05:02:23,67.83,false,0.00,paid,fulfilled,amazon
SO_000008003,CL_0021,CU_CL_0021_000256,em_8935809fc2d7286b6ab4,2026-03-31 22:37:36,28.24,false,0.00,paid,fulfilled,online_store
SO_000008004,CL_0021,CU_CL_0021_000486,em_dadfe4b2228cc3bebe64,2026-05-24 00:05:17,14.25,true,2.59,paid,fulfilled,amazon
SO_000008005,CL_0021,CU_CL_0021_000056,em_69b40c3f0b68dc03b681,2026-06-04 12:25:24,46.93,false,0.00,partially_refunded,fulfilled,online_store
SO_000008006,CL_0021,CU_CL_0021_000046,em_907f3b09ebc924789b2f,2026-06-06 22:54:14,57.52,true,18.00,paid,partial,online_store
SO_000008007,CL_0021,CU_CL_0021_000345,em_53e234e1eec7784f2be8,2026-05-24 07:46:04,30.67,false,0.00,paid,fulfilled,online_store
SO_000008008,CL_0021,CU_CL_0021_000011,em_38172bdc20221109c446,2026-04-01 03:11:06,116.91,false,0.00,paid,fulfilled,online_store
SO_000008009,CL_0021,CU_CL_0021_000454,em_ebc5e7821508616f2167,2026-03-19 10:17:51,73.27,false,0.00,paid,fulfilled,online_store
SO_000008010,CL_0021,CU_CL_0021_000557,em_358b2cc3d4fb08014cc7,2026-04-15 18:57:17,16.82,true,2.05,paid,fulfilled,online_store
SO_000008011,CL_0021,CU_CL_0021_000068,em_6726622ad3f1394e9d4e,2026-05-13 07:36:24,27.25,false,0.00,paid,fulfilled,tiktok_shop
SO_000008012,CL_0021,CU_CL_0021_000273,em_d973d7a1c70a5ee618d1,2026-06-06 08:20:36,59.39,false,0.00,paid,fulfilled,online_store
SO_000008013,CL_0021,CU_CL_0021_000280,em_71312334a967eea455b8,2026-04-17 19:42:03,45.08,false,0.00,paid,fulfilled,shop_app
SO_000008014,CL_0021,CU_CL_0021_000725,em_a13567ed689cfe9fca2c,2026-04-30 00:01:48,16.25,false,0.00,paid,fulfilled,online_store
SO_000008015,CL_0021,CU_CL_0021_000519,em_cd1e3801d2d63db3d57d,2026-05-05 11:24:27,41.60,false,0.00,paid,fulfilled,online_store
SO_000008016,CL_0021,CU_CL_0021_000656,em_c343460d57efd6c5df43,2026-03-16 17:21:36,15.18,true,1.07,partially_refunded,partial,amazon
SO_000008017,CL_0021,CU_CL_0021_000751,em_4df6a55bee02cf43d48f,2026-03-27 17:10:53,67.54,false,0.00,paid,fulfilled,online_store
SO_000008018,CL_0021,CU_CL_0021_000729,em_0ba7244353556372f723,2026-05-09 10:39:21,15.86,true,3.01,paid,fulfilled,online_store
SO_000008019,CL_0021,CU_CL_0021_000789,em_b1079112e9381657131e,2026-03-22 17:23:42,24.76,false,0.00,paid,fulfilled,online_store
SO_000008020,CL_0021,CU_CL_0021_000085,em_8567cc116db7eb6cb48b,2026-06-04 11:38:07,97.45,false,0.00,paid,fulfilled,online_store
SO_000008021,CL_0021,CU_CL_0021_000082,em_40ca7052fefba17a1c4a,2026-05-07 03:03:05,27.57,true,2.67,paid,fulfilled,amazon
SO_000008022,CL_0021,CU_CL_0021_000195,em_21354dc48ff986ff32c9,2026-05-10 09:55:17,22.17,false,0.00,paid,fulfilled,online_store
SO_000008023,CL_0021,CU_CL_0021_000546,em_f416c62c7a3702034df4,2026-06-02 12:28:22,22.17,false,0.00,paid,fulfilled,online_store
SO_000008024,CL_0021,CU_CL_0021_000142,em_a2390440a62e32ea099a,2026-05-25 03:09:38,70.41,false,0.00,paid,fulfilled,online_store
SO_000008025,CL_0021,CU_CL_0021_000059,em_40bd41ff6ca84535cbd2,2026-05-29 09:53:40,60.70,false,0.00,paid,unfulfilled,online_store
SO_000008026,CL_0021,CU_CL_0021_000520,em_533cd1e8fb1ad99cf64b,2026-04-05 07:39:14,38.97,false,0.00,paid,fulfilled,online_store
SO_000008027,CL_0021,CU_CL_0021_000222,em_416acd50b4a209b36f94,2026-04-14 09:56:53,85.77,false,0.00,paid,fulfilled,amazon
SO_000008028,CL_0021,CU_CL_0021_000121,em_ccbdfb6b8424e16f405c,2026-05-01 08:02:09,40.44,true,10.08,paid,fulfilled,online_store
SO_000008029,CL_0021,CU_CL_0021_000228,em_41a773203f5d79fc82ca,2026-05-29 23:04:33,31.15,false,0.00,paid,fulfilled,online_store
SO_000008030,CL_0021,CU_CL_0021_000303,em_8e228a997fe084ea7047,2026-04-27 04:06:29,25.76,false,0.00,paid,fulfilled,online_store
SO_000008031,CL_0021,CU_CL_0021_000035,em_abb27529b783b1ac1aa4,2026-05-08 22:28:55,49.62,true,11.72,paid,fulfilled,online_store
SO_000008032,CL_0021,CU_CL_0021_000524,em_b5b512ce609a4469aa2c,2026-05-04 15:44:03,54.00,false,0.00,paid,fulfilled,amazon
SO_000008033,CL_0021,CU_CL_0021_000576,em_c2a8b1a1e207d8042d73,2026-03-30 07:51:45,46.40,false,0.00,paid,fulfilled,online_store
SO_000008034,CL_0021,CU_CL_0021_000402,em_9d6174b867e948050d1d,2026-03-18 20:46:21,21.32,true,5.93,paid,fulfilled,amazon
SO_000008035,CL_0021,CU_CL_0021_000765,em_97014869b9ddb42f7364,2026-04-08 22:07:23,49.52,false,0.00,paid,fulfilled,online_store
SO_000008036,CL_0021,CU_CL_0021_000498,em_8e142ed3d5057815c0ad,2026-04-16 16:15:23,16.06,true,2.42,paid,fulfilled,online_store
SO_000008037,CL_0021,CU_CL_0021_000318,em_7378fd33259d40870bee,2026-03-26 23:39:47,45.08,false,0.00,paid,fulfilled,tiktok_shop
SO_000008038,CL_0021,CU_CL_0021_000098,em_6f9bdc6c59ea3db5bf0a,2026-06-01 04:16:50,83.90,false,0.00,paid,fulfilled,online_store
SO_000008039,CL_0021,CU_CL_0021_000023,em_a4b80f307b1f7611d010,2026-03-25 19:50:29,34.73,false,0.00,paid,fulfilled,shop_app
SO_000008040,CL_0021,CU_CL_0021_000024,em_ea7c48f864f807d030dd,2026-05-07 03:25:51,24.76,false,0.00,paid,fulfilled,online_store
SO_000008041,CL_0021,CU_CL_0021_000723,em_32e9fc0b0c6615c645ae,2026-04-18 11:01:28,38.97,false,0.00,paid,fulfilled,tiktok_shop
SO_000008042,CL_0021,CU_CL_0021_000661,em_b8334358fa3714acfc54,2026-04-03 12:24:38,105.54,false,0.00,paid,fulfilled,online_store
SO_000008043,CL_0021,CU_CL_0021_000010,em_764a499e611fa5ab4fed,2026-04-19 05:50:34,33.45,false,0.00,paid,unfulfilled,online_store
SO_000008044,CL_0021,CU_CL_0021_000162,em_103f1c9fda33c4b803bb,2026-05-03 14:14:15,20.75,true,5.01,paid,fulfilled,online_store
SO_000008045,CL_0021,CU_CL_0021_000515,em_7b96148e6945ef132a0e,2026-04-21 13:58:42,75.30,false,0.00,paid,fulfilled,online_store
SO_000008046,CL_0021,CU_CL_0021_000341,em_8789578cec2e980e1812,2026-03-28 12:22:05,47.28,true,7.22,paid,unfulfilled,online_store
SO_000008047,CL_0021,CU_CL_0021_000666,em_c713a98aeba2fb8e4e4d,2026-03-21 18:08:44,77.87,false,0.00,paid,fulfilled,online_store
SO_000008048,CL_0021,CU_CL_0021_000665,em_86f33401f856f5233fe7,2026-05-28 11:05:07,115.24,false,0.00,paid,fulfilled,online_store
SO_000008049,CL_0021,CU_CL_0021_000272,em_edd5045498681d4473b6,2026-03-29 12:46:27,27.25,false,0.00,paid,fulfilled,online_store
SO_000008050,CL_0021,CU_CL_0021_000507,em_086039d0e18367e816eb,2026-06-01 18:52:31,25.76,false,0.00,paid,fulfilled,tiktok_shop
