audience_id,client_id,audience_name,source_system,rule_expression,segment_type,estimated_size,destination_platforms,last_synced_at,sync_status
AUD_00000195,CL_0025,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,296,Meta,2026-04-25 21:26:25,synced
AUD_00000196,CL_0025,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,166,"Meta,Google",2026-06-03 06:49:46,synced
AUD_00000197,CL_0025,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,141,Google,2026-06-03 05:49:24,synced
AUD_00000198,CL_0025,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,96,"Meta,Google",2026-04-22 22:22:34,synced
AUD_00000199,CL_0025,Recent Refunds,Shopify,refund_created_30d = true,exclusion,272,Meta,2026-05-30 16:29:51,synced
AUD_00000200,CL_0025,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,382,Google,2026-05-06 00:17:56,pending
AUD_00000201,CL_0026,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,113,Meta,2026-05-17 09:10:36,synced
AUD_00000202,CL_0026,High LTV Customers,Shopify,lifetime_value > 500,targeting,270,Meta,2026-05-11 11:45:11,failed
AUD_00000203,CL_0026,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,192,"Meta,Google",2026-03-31 17:59:49,failed
AUD_00000204,CL_0026,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,208,Google,2026-04-23 08:50:30,synced
AUD_00000205,CL_0026,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,353,Meta,2026-05-14 00:57:35,synced
AUD_00000206,CL_0026,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,341,"Meta,Google",2026-04-03 05:40:48,synced
AUD_00000207,CL_0026,Recent Refunds,Shopify,refund_created_30d = true,exclusion,137,Meta,2026-05-19 15:47:02,partial
AUD_00000208,CL_0026,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,99,Google,2026-05-31 06:29:00,failed
AUD_00000209,CL_0027,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,245,Meta,2026-03-24 11:35:15,synced
AUD_00000210,CL_0027,High LTV Customers,Shopify,lifetime_value > 500,targeting,301,Google,2026-04-30 16:38:05,synced
AUD_00000211,CL_0027,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,321,"Meta,Google",2026-04-02 20:40:28,synced
AUD_00000212,CL_0027,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,288,"Meta,Google",2026-04-18 09:52:47,synced
AUD_00000213,CL_0027,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,315,Meta,2026-06-03 22:46:55,synced
AUD_00000214,CL_0027,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,233,Google,2026-04-15 18:53:17,synced
AUD_00000215,CL_0027,Recent Refunds,Shopify,refund_created_30d = true,exclusion,145,Google,2026-06-06 07:04:47,synced
AUD_00000216,CL_0027,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,104,Google,2026-04-07 21:24:36,synced
AUD_00000217,CL_0028,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,293,"Meta,Google",2026-04-07 19:55:05,synced
AUD_00000218,CL_0028,High LTV Customers,Shopify,lifetime_value > 500,targeting,221,Meta,2026-05-17 09:40:33,synced
AUD_00000219,CL_0028,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,128,"Meta,Google",2026-03-13 06:48:52,synced
AUD_00000220,CL_0028,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,125,"Meta,Google",2026-05-11 08:21:35,synced
AUD_00000221,CL_0028,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,207,Google,2026-03-14 02:48:54,synced
AUD_00000222,CL_0028,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,329,Meta,2026-05-26 08:39:22,synced
AUD_00000223,CL_0028,Recent Refunds,Shopify,refund_created_30d = true,exclusion,144,"Meta,Google",2026-04-27 11:02:37,pending
AUD_00000224,CL_0028,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,326,Meta,2026-03-21 23:14:07,pending
AUD_00000225,CL_0029,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,135,"Meta,Google",2026-05-01 09:39:51,pending
AUD_00000226,CL_0029,High LTV Customers,Shopify,lifetime_value > 500,targeting,298,"Meta,Google",2026-05-26 19:43:32,synced
AUD_00000227,CL_0029,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,316,Google,2026-05-12 11:37:24,partial
AUD_00000228,CL_0029,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,213,Google,2026-04-20 16:23:43,synced
AUD_00000229,CL_0029,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,224,Meta,2026-06-01 00:00:22,synced
AUD_00000230,CL_0029,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,367,"Meta,Google",2026-05-31 16:48:30,synced
AUD_00000231,CL_0029,Recent Refunds,Shopify,refund_created_30d = true,exclusion,222,"Meta,Google",2026-06-07 20:02:06,synced
AUD_00000232,CL_0029,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,116,"Meta,Google",2026-04-20 18:12:45,synced
AUD_00000233,CL_0030,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,299,Google,2026-05-18 13:31:22,synced
AUD_00000234,CL_0030,High LTV Customers,Shopify,lifetime_value > 500,targeting,157,Meta,2026-03-30 21:35:57,pending
AUD_00000235,CL_0030,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,378,"Meta,Google",2026-03-26 15:52:59,pending
AUD_00000236,CL_0030,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,59,"Meta,Google",2026-06-03 03:00:36,synced
AUD_00000237,CL_0030,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,213,Google,2026-04-02 20:30:55,partial
AUD_00000238,CL_0030,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,212,"Meta,Google",2026-03-20 04:13:31,synced
AUD_00000239,CL_0030,Recent Refunds,Shopify,refund_created_30d = true,exclusion,111,Google,2026-03-28 05:37:22,synced
AUD_00000240,CL_0030,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,351,Meta,2026-06-04 23:04:09,synced
AUD_00000241,CL_0031,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,92,Meta,2026-05-19 18:55:01,synced
AUD_00000242,CL_0031,High LTV Customers,Shopify,lifetime_value > 500,targeting,89,"Meta,Google",2026-04-07 09:16:25,partial
AUD_00000243,CL_0031,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,335,Google,2026-03-20 08:20:11,synced
AUD_00000244,CL_0031,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,374,Meta,2026-03-15 16:21:45,synced
AUD_00000245,CL_0031,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,80,Google,2026-06-05 22:12:42,synced
AUD_00000246,CL_0031,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,81,Google,2026-03-22 02:10:49,synced
AUD_00000247,CL_0031,Recent Refunds,Shopify,refund_created_30d = true,exclusion,136,Meta,2026-05-07 23:59:09,synced
AUD_00000248,CL_0031,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,182,"Meta,Google",2026-03-24 02:19:03,synced
AUD_00000249,CL_0032,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,302,"Meta,Google",2026-04-10 13:08:24,synced
AUD_00000250,CL_0032,High LTV Customers,Shopify,lifetime_value > 500,targeting,224,Google,2026-03-25 06:48:17,synced
AUD_00000251,CL_0032,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,304,"Meta,Google",2026-03-28 14:13:29,synced
AUD_00000252,CL_0032,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,48,"Meta,Google",2026-04-04 10:28:03,synced
AUD_00000253,CL_0032,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,108,Meta,2026-04-29 14:49:22,synced
AUD_00000254,CL_0032,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,350,Meta,2026-05-31 03:03:55,synced
AUD_00000255,CL_0032,Recent Refunds,Shopify,refund_created_30d = true,exclusion,80,Meta,2026-04-14 05:20:39,synced
AUD_00000256,CL_0032,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,201,"Meta,Google",2026-05-24 22:43:28,synced
AUD_00000257,CL_0033,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,264,"Meta,Google",2026-05-12 07:59:27,synced
AUD_00000258,CL_0033,High LTV Customers,Shopify,lifetime_value > 500,targeting,244,"Meta,Google",2026-04-15 22:01:40,synced
AUD_00000259,CL_0033,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,74,Google,2026-05-12 01:09:57,synced
AUD_00000260,CL_0033,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,254,"Meta,Google",2026-05-05 23:04:26,synced
AUD_00000261,CL_0033,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,224,"Meta,Google",2026-05-04 07:46:29,synced
AUD_00000262,CL_0033,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,131,Meta,2026-04-06 00:27:15,partial
AUD_00000263,CL_0033,Recent Refunds,Shopify,refund_created_30d = true,exclusion,164,Meta,2026-05-22 15:11:27,synced
AUD_00000264,CL_0033,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,169,Meta,2026-04-21 05:38:56,failed
AUD_00000265,CL_0034,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,181,Meta,2026-04-18 23:05:11,synced
AUD_00000266,CL_0034,High LTV Customers,Shopify,lifetime_value > 500,targeting,389,"Meta,Google",2026-04-07 16:35:23,partial
AUD_00000267,CL_0034,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,124,"Meta,Google",2026-03-21 00:35:05,synced
AUD_00000268,CL_0034,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,397,Google,2026-04-28 14:31:04,synced
AUD_00000269,CL_0034,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,109,"Meta,Google",2026-05-12 16:36:52,synced
AUD_00000270,CL_0034,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,226,Google,2026-03-20 17:01:44,synced
AUD_00000271,CL_0034,Recent Refunds,Shopify,refund_created_30d = true,exclusion,95,Google,2026-04-07 14:55:06,failed
AUD_00000272,CL_0034,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,371,"Meta,Google",2026-04-29 08:09:13,synced
AUD_00000273,CL_0035,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,253,"Meta,Google",2026-05-16 12:10:18,pending
AUD_00000274,CL_0035,High LTV Customers,Shopify,lifetime_value > 500,targeting,322,"Meta,Google",2026-05-11 22:40:10,pending
AUD_00000275,CL_0035,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,157,"Meta,Google",2026-06-08 23:52:30,synced
AUD_00000276,CL_0035,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,248,"Meta,Google",2026-04-15 23:15:20,synced
AUD_00000277,CL_0035,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,125,"Meta,Google",2026-04-11 07:11:15,pending
AUD_00000278,CL_0035,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,190,Google,2026-03-22 14:10:24,synced
AUD_00000279,CL_0035,Recent Refunds,Shopify,refund_created_30d = true,exclusion,189,Meta,2026-05-21 08:46:26,synced
AUD_00000280,CL_0035,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,222,"Meta,Google",2026-05-29 13:02:11,synced
AUD_00000281,CL_0036,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,372,Meta,2026-05-18 17:07:01,synced
AUD_00000282,CL_0036,High LTV Customers,Shopify,lifetime_value > 500,targeting,302,Google,2026-05-21 03:23:56,synced
AUD_00000283,CL_0036,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,206,"Meta,Google",2026-05-24 20:26:02,synced
AUD_00000284,CL_0036,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,194,Meta,2026-05-04 06:18:47,synced
AUD_00000285,CL_0036,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,329,Google,2026-04-22 22:03:56,synced
AUD_00000286,CL_0036,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,115,"Meta,Google",2026-05-16 11:13:59,synced
AUD_00000287,CL_0036,Recent Refunds,Shopify,refund_created_30d = true,exclusion,140,Meta,2026-05-02 18:31:01,synced
AUD_00000288,CL_0036,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,375,Google,2026-03-23 05:35:15,pending
AUD_00000289,CL_0037,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,271,Google,2026-05-20 12:29:36,synced
AUD_00000290,CL_0037,High LTV Customers,Shopify,lifetime_value > 500,targeting,329,"Meta,Google",2026-05-13 12:16:36,synced
AUD_00000291,CL_0037,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,178,"Meta,Google",2026-03-16 09:50:58,pending
AUD_00000292,CL_0037,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,314,Google,2026-05-14 12:46:10,synced
AUD_00000293,CL_0037,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,378,Meta,2026-05-28 16:27:13,synced
AUD_00000294,CL_0037,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,140,"Meta,Google",2026-03-18 04:23:31,synced
AUD_00000295,CL_0037,Recent Refunds,Shopify,refund_created_30d = true,exclusion,137,Meta,2026-03-18 10:17:08,synced
AUD_00000296,CL_0037,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,325,Meta,2026-05-08 15:38:10,synced
AUD_00000297,CL_0038,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,212,Google,2026-04-18 17:02:50,synced
AUD_00000298,CL_0038,High LTV Customers,Shopify,lifetime_value > 500,targeting,185,"Meta,Google",2026-03-24 23:13:43,synced
AUD_00000299,CL_0038,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,369,Meta,2026-06-08 16:55:44,synced
AUD_00000300,CL_0038,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,122,Google,2026-04-05 07:30:02,synced
AUD_00000301,CL_0038,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,107,Meta,2026-04-30 06:52:48,pending
AUD_00000302,CL_0038,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,314,"Meta,Google",2026-05-16 22:10:37,synced
AUD_00000303,CL_0038,Recent Refunds,Shopify,refund_created_30d = true,exclusion,131,Google,2026-04-06 23:28:28,synced
AUD_00000304,CL_0038,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,260,Google,2026-05-19 01:34:37,synced
AUD_00000305,CL_0039,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,332,Meta,2026-05-24 09:11:45,synced
AUD_00000306,CL_0039,High LTV Customers,Shopify,lifetime_value > 500,targeting,282,Meta,2026-06-05 16:35:02,synced
AUD_00000307,CL_0039,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,373,"Meta,Google",2026-03-14 00:36:34,synced
AUD_00000308,CL_0039,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,225,Meta,2026-05-24 08:13:23,synced
AUD_00000309,CL_0039,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,252,Google,2026-04-10 08:31:58,synced
AUD_00000310,CL_0039,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,325,"Meta,Google",2026-05-10 01:28:54,synced
AUD_00000311,CL_0039,Recent Refunds,Shopify,refund_created_30d = true,exclusion,215,Meta,2026-03-19 14:20:12,synced
AUD_00000312,CL_0039,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,332,"Meta,Google",2026-05-15 10:36:57,synced
AUD_00000313,CL_0040,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,327,Google,2026-03-23 00:06:23,synced
AUD_00000314,CL_0040,High LTV Customers,Shopify,lifetime_value > 500,targeting,344,"Meta,Google",2026-04-04 20:08:21,synced
AUD_00000315,CL_0040,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,151,Google,2026-05-13 00:57:30,synced
AUD_00000316,CL_0040,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,169,Meta,2026-03-17 17:56:39,pending
AUD_00000317,CL_0040,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,229,Google,2026-05-12 13:27:19,synced
AUD_00000318,CL_0040,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,298,Google,2026-05-10 20:22:27,synced
AUD_00000319,CL_0040,Recent Refunds,Shopify,refund_created_30d = true,exclusion,160,"Meta,Google",2026-05-16 20:17:11,synced
AUD_00000320,CL_0040,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,141,Meta,2026-05-21 07:29:07,synced
AUD_00000321,CL_0041,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,249,"Meta,Google",2026-03-13 01:37:43,synced
AUD_00000322,CL_0041,High LTV Customers,Shopify,lifetime_value > 500,targeting,375,"Meta,Google",2026-03-14 02:04:05,synced
AUD_00000323,CL_0041,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,352,Google,2026-05-16 22:47:41,synced
AUD_00000324,CL_0041,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,307,Meta,2026-05-05 02:30:13,synced
AUD_00000325,CL_0041,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,279,Google,2026-04-06 04:45:14,synced
AUD_00000326,CL_0041,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,370,Google,2026-05-28 06:26:44,synced
AUD_00000327,CL_0041,Recent Refunds,Shopify,refund_created_30d = true,exclusion,349,"Meta,Google",2026-03-20 11:59:46,synced
AUD_00000328,CL_0041,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,69,Meta,2026-04-13 07:51:32,synced
AUD_00000329,CL_0042,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,274,Meta,2026-03-13 19:51:55,partial
AUD_00000330,CL_0042,High LTV Customers,Shopify,lifetime_value > 500,targeting,124,Meta,2026-05-29 07:42:47,synced
AUD_00000331,CL_0042,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,241,Meta,2026-03-20 08:31:08,synced
AUD_00000332,CL_0042,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,315,Google,2026-03-24 06:02:55,synced
AUD_00000333,CL_0042,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,283,Meta,2026-04-23 19:56:33,pending
AUD_00000334,CL_0042,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,125,Meta,2026-05-08 03:14:24,pending
AUD_00000335,CL_0042,Recent Refunds,Shopify,refund_created_30d = true,exclusion,69,Meta,2026-03-16 03:57:27,synced
AUD_00000336,CL_0042,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,268,Meta,2026-04-30 05:37:05,synced
AUD_00000337,CL_0043,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,52,Google,2026-04-21 15:43:40,pending
AUD_00000338,CL_0043,High LTV Customers,Shopify,lifetime_value > 500,targeting,159,"Meta,Google",2026-05-01 06:44:15,synced
AUD_00000339,CL_0043,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,314,"Meta,Google",2026-03-13 19:53:12,partial
AUD_00000340,CL_0043,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,362,Meta,2026-03-21 06:10:11,synced
AUD_00000341,CL_0043,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,299,Google,2026-05-20 01:36:35,synced
AUD_00000342,CL_0043,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,81,"Meta,Google",2026-06-03 06:14:28,synced
AUD_00000343,CL_0043,Recent Refunds,Shopify,refund_created_30d = true,exclusion,360,"Meta,Google",2026-03-30 14:27:17,synced
AUD_00000344,CL_0043,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,92,Meta,2026-05-16 18:12:30,pending
AUD_00000345,CL_0044,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,218,"Meta,Google",2026-04-15 06:40:22,synced
AUD_00000346,CL_0044,High LTV Customers,Shopify,lifetime_value > 500,targeting,269,"Meta,Google",2026-03-23 06:42:37,synced
AUD_00000347,CL_0044,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,212,Meta,2026-05-21 02:48:21,synced
AUD_00000348,CL_0044,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,210,Google,2026-03-22 05:14:30,synced
AUD_00000349,CL_0044,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,99,Google,2026-03-29 21:27:50,synced
AUD_00000350,CL_0044,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,202,Google,2026-05-29 06:29:16,synced
AUD_00000351,CL_0044,Recent Refunds,Shopify,refund_created_30d = true,exclusion,245,Meta,2026-04-02 00:24:19,synced
AUD_00000352,CL_0044,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,306,"Meta,Google",2026-06-05 14:20:16,synced
AUD_00000353,CL_0045,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,367,Google,2026-04-06 05:04:25,partial
AUD_00000354,CL_0045,High LTV Customers,Shopify,lifetime_value > 500,targeting,171,Google,2026-03-19 00:32:50,synced
AUD_00000355,CL_0045,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,50,Google,2026-03-26 06:20:34,synced
AUD_00000356,CL_0045,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,228,Google,2026-05-28 08:27:01,synced
AUD_00000357,CL_0045,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,244,Meta,2026-05-01 21:03:22,synced
AUD_00000358,CL_0045,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,235,Google,2026-04-11 20:49:05,partial
AUD_00000359,CL_0045,Recent Refunds,Shopify,refund_created_30d = true,exclusion,339,"Meta,Google",2026-04-06 10:28:32,synced
AUD_00000360,CL_0045,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,215,Meta,2026-05-06 07:50:59,synced
AUD_00000361,CL_0046,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,259,Google,2026-04-14 12:49:43,synced
AUD_00000362,CL_0046,High LTV Customers,Shopify,lifetime_value > 500,targeting,330,Google,2026-05-27 11:28:47,synced
AUD_00000363,CL_0046,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,147,Google,2026-04-20 15:41:07,synced
AUD_00000364,CL_0046,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,355,Meta,2026-05-19 18:26:35,synced
AUD_00000365,CL_0046,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,286,Meta,2026-05-02 19:39:27,synced
AUD_00000366,CL_0046,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,282,Meta,2026-05-07 18:18:26,partial
AUD_00000367,CL_0046,Recent Refunds,Shopify,refund_created_30d = true,exclusion,99,"Meta,Google",2026-04-29 07:56:08,synced
AUD_00000368,CL_0046,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,271,Meta,2026-05-06 15:59:59,failed
AUD_00000369,CL_0047,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,237,"Meta,Google",2026-05-06 05:51:26,partial
AUD_00000370,CL_0047,High LTV Customers,Shopify,lifetime_value > 500,targeting,203,"Meta,Google",2026-05-07 10:25:49,pending
AUD_00000371,CL_0047,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,113,Google,2026-04-02 03:46:25,partial
AUD_00000372,CL_0047,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,54,"Meta,Google",2026-04-20 08:38:24,synced
AUD_00000373,CL_0047,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,190,Meta,2026-03-21 20:13:31,pending
AUD_00000374,CL_0047,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,226,Meta,2026-04-02 11:42:26,synced
AUD_00000375,CL_0047,Recent Refunds,Shopify,refund_created_30d = true,exclusion,209,Google,2026-06-03 21:29:44,synced
AUD_00000376,CL_0047,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,346,"Meta,Google",2026-04-27 17:52:56,synced
AUD_00000377,CL_0048,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,139,Google,2026-03-28 20:22:06,synced
AUD_00000378,CL_0048,High LTV Customers,Shopify,lifetime_value > 500,targeting,313,Google,2026-03-15 00:59:35,synced
AUD_00000379,CL_0048,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,137,Google,2026-03-27 20:42:35,synced
AUD_00000380,CL_0048,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,282,Meta,2026-05-09 02:23:23,synced
AUD_00000381,CL_0048,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,113,Meta,2026-05-02 18:42:08,synced
AUD_00000382,CL_0048,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,307,"Meta,Google",2026-05-26 19:45:39,synced
AUD_00000383,CL_0048,Recent Refunds,Shopify,refund_created_30d = true,exclusion,326,"Meta,Google",2026-04-06 19:46:05,synced
AUD_00000384,CL_0048,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,90,"Meta,Google",2026-03-17 16:05:52,synced
AUD_00000385,CL_0049,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,391,Meta,2026-06-08 03:05:49,synced
AUD_00000386,CL_0049,High LTV Customers,Shopify,lifetime_value > 500,targeting,69,Meta,2026-03-26 16:30:55,synced
AUD_00000387,CL_0049,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,134,"Meta,Google",2026-05-15 02:29:03,synced
AUD_00000388,CL_0049,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,113,Meta,2026-03-12 12:20:20,synced
