order_id,client_id,product_id,sku,quantity,item_price,item_margin_pct
SO_000006427,CL_0017,P_CL_0017_006,0017-006-E54,2,32.35,0.6343
SO_000006428,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006428,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006429,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006430,CL_0017,P_CL_0017_006,0017-006-E54,2,32.35,0.6343
SO_000006431,CL_0017,P_CL_0017_004,0017-004-K65,2,24.01,0.5398
SO_000006432,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006432,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006432,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006432,CL_0017,P_CL_0017_001,0017-001-P84,2,64.21,0.6446
SO_000006433,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006434,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006435,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006435,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006436,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006437,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006438,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006439,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006439,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006440,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006441,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006442,CL_0017,P_CL_0017_012,0017-012-W18,2,30.57,0.5581
SO_000006443,CL_0017,P_CL_0017_008,0017-008-O99,1,42.14,0.6015
SO_000006443,CL_0017,P_CL_0017_003,0017-003-U88,2,30.80,0.6503
SO_000006443,CL_0017,P_CL_0017_007,0017-007-J53,1,66.38,0.6946
SO_000006444,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006444,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006445,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006446,CL_0017,P_CL_0017_006,0017-006-E54,2,32.35,0.6343
SO_000006447,CL_0017,P_CL_0017_011,0017-011-O85,3,45.43,0.6155
SO_000006447,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006448,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006448,CL_0017,P_CL_0017_012,0017-012-W18,2,30.57,0.5581
SO_000006449,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006450,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006451,CL_0017,P_CL_0017_015,0017-015-T85,1,32.78,0.6721
SO_000006452,CL_0017,P_CL_0017_015,0017-015-T85,2,32.78,0.6721
SO_000006453,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006453,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006454,CL_0017,P_CL_0017_008,0017-008-O99,1,42.14,0.6015
SO_000006455,CL_0017,P_CL_0017_008,0017-008-O99,1,42.14,0.6015
SO_000006456,CL_0017,P_CL_0017_015,0017-015-T85,1,32.78,0.6721
SO_000006457,CL_0017,P_CL_0017_003,0017-003-U88,2,30.80,0.6503
SO_000006457,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006457,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006457,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006458,CL_0017,P_CL_0017_006,0017-006-E54,2,32.35,0.6343
SO_000006459,CL_0017,P_CL_0017_006,0017-006-E54,2,32.35,0.6343
SO_000006460,CL_0017,P_CL_0017_013,0017-013-V72,2,49.98,0.7309
SO_000006461,CL_0017,P_CL_0017_007,0017-007-J53,2,66.38,0.6946
SO_000006462,CL_0017,P_CL_0017_004,0017-004-K65,2,24.01,0.5398
SO_000006463,CL_0017,P_CL_0017_008,0017-008-O99,1,42.14,0.6015
SO_000006464,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006465,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006465,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006465,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006466,CL_0017,P_CL_0017_007,0017-007-J53,2,66.38,0.6946
SO_000006467,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006467,CL_0017,P_CL_0017_011,0017-011-O85,3,45.43,0.6155
SO_000006468,CL_0017,P_CL_0017_012,0017-012-W18,2,30.57,0.5581
SO_000006469,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006469,CL_0017,P_CL_0017_003,0017-003-U88,3,30.80,0.6503
SO_000006470,CL_0017,P_CL_0017_012,0017-012-W18,2,30.57,0.5581
SO_000006471,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006471,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006472,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006472,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006472,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006473,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006473,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006473,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006473,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006474,CL_0017,P_CL_0017_015,0017-015-T85,3,32.78,0.6721
SO_000006475,CL_0017,P_CL_0017_007,0017-007-J53,1,66.38,0.6946
SO_000006476,CL_0017,P_CL_0017_015,0017-015-T85,2,32.78,0.6721
SO_000006477,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006478,CL_0017,P_CL_0017_004,0017-004-K65,1,24.01,0.5398
SO_000006479,CL_0017,P_CL_0017_007,0017-007-J53,2,66.38,0.6946
SO_000006479,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006480,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006481,CL_0017,P_CL_0017_012,0017-012-W18,2,30.57,0.5581
SO_000006482,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006483,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006484,CL_0017,P_CL_0017_004,0017-004-K65,1,24.01,0.5398
SO_000006484,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006484,CL_0017,P_CL_0017_007,0017-007-J53,2,66.38,0.6946
SO_000006485,CL_0017,P_CL_0017_007,0017-007-J53,1,66.38,0.6946
SO_000006486,CL_0017,P_CL_0017_001,0017-001-P84,3,64.21,0.6446
SO_000006487,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006487,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006488,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006488,CL_0017,P_CL_0017_005,0017-005-H67,2,21.80,0.6159
SO_000006489,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006490,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006491,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006491,CL_0017,P_CL_0017_014,0017-014-S24,3,44.94,0.6081
SO_000006492,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006493,CL_0017,P_CL_0017_015,0017-015-T85,2,32.78,0.6721
SO_000006493,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006494,CL_0017,P_CL_0017_008,0017-008-O99,2,42.14,0.6015
SO_000006494,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006495,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006495,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006496,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006497,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006498,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006498,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006499,CL_0017,P_CL_0017_007,0017-007-J53,1,66.38,0.6946
SO_000006500,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006500,CL_0017,P_CL_0017_005,0017-005-H67,2,21.80,0.6159
SO_000006500,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006501,CL_0017,P_CL_0017_001,0017-001-P84,3,64.21,0.6446
SO_000006502,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006502,CL_0017,P_CL_0017_006,0017-006-E54,2,32.35,0.6343
SO_000006503,CL_0017,P_CL_0017_004,0017-004-K65,1,24.01,0.5398
SO_000006504,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006505,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006505,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006506,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006507,CL_0017,P_CL_0017_007,0017-007-J53,1,66.38,0.6946
SO_000006507,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006508,CL_0017,P_CL_0017_013,0017-013-V72,2,49.98,0.7309
SO_000006509,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006509,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006510,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006511,CL_0017,P_CL_0017_008,0017-008-O99,1,42.14,0.6015
SO_000006511,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006512,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006512,CL_0017,P_CL_0017_015,0017-015-T85,1,32.78,0.6721
SO_000006513,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006514,CL_0017,P_CL_0017_007,0017-007-J53,1,66.38,0.6946
SO_000006515,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006515,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006515,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006515,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006516,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006517,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006518,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006518,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006519,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006519,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006519,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006519,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006520,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006520,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006521,CL_0017,P_CL_0017_011,0017-011-O85,1,45.43,0.6155
SO_000006522,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006522,CL_0017,P_CL_0017_003,0017-003-U88,1,30.80,0.6503
SO_000006522,CL_0017,P_CL_0017_008,0017-008-O99,3,42.14,0.6015
SO_000006523,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006523,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006524,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006525,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006526,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006526,CL_0017,P_CL_0017_010,0017-010-O39,2,45.76,0.6637
SO_000006527,CL_0017,P_CL_0017_015,0017-015-T85,1,32.78,0.6721
SO_000006528,CL_0017,P_CL_0017_008,0017-008-O99,1,42.14,0.6015
SO_000006529,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006530,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006531,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006532,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006532,CL_0017,P_CL_0017_008,0017-008-O99,1,42.14,0.6015
SO_000006533,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006533,CL_0017,P_CL_0017_015,0017-015-T85,1,32.78,0.6721
SO_000006533,CL_0017,P_CL_0017_003,0017-003-U88,3,30.80,0.6503
SO_000006534,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006535,CL_0017,P_CL_0017_002,0017-002-Z56,2,56.36,0.6565
SO_000006535,CL_0017,P_CL_0017_010,0017-010-O39,3,45.76,0.6637
SO_000006535,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006536,CL_0017,P_CL_0017_015,0017-015-T85,1,32.78,0.6721
SO_000006537,CL_0017,P_CL_0017_001,0017-001-P84,1,64.21,0.6446
SO_000006537,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006538,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006539,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006540,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006541,CL_0017,P_CL_0017_007,0017-007-J53,2,66.38,0.6946
SO_000006541,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006542,CL_0017,P_CL_0017_013,0017-013-V72,1,49.98,0.7309
SO_000006542,CL_0017,P_CL_0017_012,0017-012-W18,1,30.57,0.5581
SO_000006542,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006543,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006543,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006544,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006544,CL_0017,P_CL_0017_007,0017-007-J53,1,66.38,0.6946
SO_000006545,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006546,CL_0017,P_CL_0017_009,0017-009-Z31,1,64.91,0.6409
SO_000006546,CL_0017,P_CL_0017_004,0017-004-K65,3,24.01,0.5398
SO_000006547,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006548,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006549,CL_0017,P_CL_0017_002,0017-002-Z56,1,56.36,0.6565
SO_000006549,CL_0017,P_CL_0017_015,0017-015-T85,1,32.78,0.6721
SO_000006549,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006550,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006550,CL_0017,P_CL_0017_002,0017-002-Z56,3,56.36,0.6565
SO_000006551,CL_0017,P_CL_0017_005,0017-005-H67,1,21.80,0.6159
SO_000006552,CL_0017,P_CL_0017_010,0017-010-O39,1,45.76,0.6637
SO_000006553,CL_0017,P_CL_0017_006,0017-006-E54,1,32.35,0.6343
SO_000006553,CL_0017,P_CL_0017_014,0017-014-S24,1,44.94,0.6081
SO_000006554,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006554,CL_0018,P_CL_0018_007,0018-007-R56,2,36.07,0.5999
SO_000006555,CL_0018,P_CL_0018_012,0018-012-Q96,1,20.01,0.4625
SO_000006555,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006555,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006556,CL_0018,P_CL_0018_005,0018-005-C82,1,13.53,0.5946
SO_000006557,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006558,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006559,CL_0018,P_CL_0018_008,0018-008-U41,1,33.04,0.6104
SO_000006559,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006559,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
SO_000006560,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006560,CL_0018,P_CL_0018_011,0018-011-S54,1,17.20,0.4916
SO_000006561,CL_0018,P_CL_0018_003,0018-003-O89,1,44.01,0.6085
SO_000006561,CL_0018,P_CL_0018_007,0018-007-R56,1,36.07,0.5999
SO_000006562,CL_0018,P_CL_0018_001,0018-001-F57,2,29.95,0.5376
SO_000006562,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
SO_000006562,CL_0018,P_CL_0018_007,0018-007-R56,2,36.07,0.5999
SO_000006563,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006564,CL_0018,P_CL_0018_004,0018-004-Q93,2,49.70,0.5172
SO_000006565,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006566,CL_0018,P_CL_0018_012,0018-012-Q96,1,20.01,0.4625
SO_000006566,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006567,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
SO_000006567,CL_0018,P_CL_0018_007,0018-007-R56,1,36.07,0.5999
SO_000006568,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006568,CL_0018,P_CL_0018_010,0018-010-N31,1,33.34,0.4632
SO_000006569,CL_0018,P_CL_0018_001,0018-001-F57,1,29.95,0.5376
SO_000006570,CL_0018,P_CL_0018_005,0018-005-C82,1,13.53,0.5946
SO_000006570,CL_0018,P_CL_0018_010,0018-010-N31,2,33.34,0.4632
SO_000006571,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006572,CL_0018,P_CL_0018_008,0018-008-U41,2,33.04,0.6104
SO_000006572,CL_0018,P_CL_0018_010,0018-010-N31,2,33.34,0.4632
SO_000006572,CL_0018,P_CL_0018_013,0018-013-I93,2,32.58,0.5757
SO_000006573,CL_0018,P_CL_0018_012,0018-012-Q96,1,20.01,0.4625
SO_000006574,CL_0018,P_CL_0018_007,0018-007-R56,1,36.07,0.5999
SO_000006575,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006576,CL_0018,P_CL_0018_003,0018-003-O89,1,44.01,0.6085
SO_000006576,CL_0018,P_CL_0018_011,0018-011-S54,1,17.20,0.4916
SO_000006577,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006578,CL_0018,P_CL_0018_003,0018-003-O89,2,44.01,0.6085
SO_000006578,CL_0018,P_CL_0018_005,0018-005-C82,1,13.53,0.5946
SO_000006579,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006580,CL_0018,P_CL_0018_005,0018-005-C82,1,13.53,0.5946
SO_000006581,CL_0018,P_CL_0018_008,0018-008-U41,1,33.04,0.6104
SO_000006582,CL_0018,P_CL_0018_004,0018-004-Q93,2,49.70,0.5172
SO_000006583,CL_0018,P_CL_0018_007,0018-007-R56,1,36.07,0.5999
SO_000006584,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
SO_000006585,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006585,CL_0018,P_CL_0018_015,0018-015-C91,1,22.85,0.5160
SO_000006586,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006586,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006587,CL_0018,P_CL_0018_008,0018-008-U41,2,33.04,0.6104
SO_000006588,CL_0018,P_CL_0018_015,0018-015-C91,1,22.85,0.5160
SO_000006588,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006589,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
SO_000006589,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006590,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
SO_000006590,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006590,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006591,CL_0018,P_CL_0018_015,0018-015-C91,1,22.85,0.5160
SO_000006592,CL_0018,P_CL_0018_010,0018-010-N31,1,33.34,0.4632
SO_000006593,CL_0018,P_CL_0018_003,0018-003-O89,1,44.01,0.6085
SO_000006594,CL_0018,P_CL_0018_014,0018-014-V60,2,32.36,0.4638
SO_000006594,CL_0018,P_CL_0018_008,0018-008-U41,1,33.04,0.6104
SO_000006595,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006595,CL_0018,P_CL_0018_012,0018-012-Q96,3,20.01,0.4625
SO_000006596,CL_0018,P_CL_0018_001,0018-001-F57,2,29.95,0.5376
SO_000006596,CL_0018,P_CL_0018_007,0018-007-R56,3,36.07,0.5999
SO_000006597,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006597,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006598,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006599,CL_0018,P_CL_0018_015,0018-015-C91,3,22.85,0.5160
SO_000006600,CL_0018,P_CL_0018_010,0018-010-N31,1,33.34,0.4632
SO_000006601,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006602,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
SO_000006602,CL_0018,P_CL_0018_001,0018-001-F57,1,29.95,0.5376
SO_000006602,CL_0018,P_CL_0018_004,0018-004-Q93,2,49.70,0.5172
SO_000006603,CL_0018,P_CL_0018_013,0018-013-I93,2,32.58,0.5757
SO_000006604,CL_0018,P_CL_0018_005,0018-005-C82,2,13.53,0.5946
SO_000006604,CL_0018,P_CL_0018_011,0018-011-S54,1,17.20,0.4916
SO_000006605,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006606,CL_0018,P_CL_0018_003,0018-003-O89,1,44.01,0.6085
SO_000006607,CL_0018,P_CL_0018_001,0018-001-F57,1,29.95,0.5376
SO_000006608,CL_0018,P_CL_0018_006,0018-006-O82,2,32.54,0.5453
SO_000006609,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006609,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006609,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006610,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006611,CL_0018,P_CL_0018_001,0018-001-F57,1,29.95,0.5376
SO_000006612,CL_0018,P_CL_0018_003,0018-003-O89,1,44.01,0.6085
SO_000006612,CL_0018,P_CL_0018_007,0018-007-R56,1,36.07,0.5999
SO_000006612,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006613,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006614,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006615,CL_0018,P_CL_0018_001,0018-001-F57,1,29.95,0.5376
SO_000006616,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006616,CL_0018,P_CL_0018_015,0018-015-C91,1,22.85,0.5160
SO_000006617,CL_0018,P_CL_0018_002,0018-002-R98,1,21.51,0.5464
SO_000006618,CL_0018,P_CL_0018_011,0018-011-S54,1,17.20,0.4916
SO_000006619,CL_0018,P_CL_0018_003,0018-003-O89,1,44.01,0.6085
SO_000006619,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006620,CL_0018,P_CL_0018_004,0018-004-Q93,1,49.70,0.5172
SO_000006620,CL_0018,P_CL_0018_008,0018-008-U41,1,33.04,0.6104
SO_000006620,CL_0018,P_CL_0018_005,0018-005-C82,2,13.53,0.5946
SO_000006621,CL_0018,P_CL_0018_008,0018-008-U41,1,33.04,0.6104
SO_000006622,CL_0018,P_CL_0018_001,0018-001-F57,1,29.95,0.5376
SO_000006623,CL_0018,P_CL_0018_008,0018-008-U41,1,33.04,0.6104
SO_000006623,CL_0018,P_CL_0018_006,0018-006-O82,2,32.54,0.5453
SO_000006623,CL_0018,P_CL_0018_012,0018-012-Q96,1,20.01,0.4625
SO_000006624,CL_0018,P_CL_0018_008,0018-008-U41,1,33.04,0.6104
SO_000006624,CL_0018,P_CL_0018_011,0018-011-S54,1,17.20,0.4916
SO_000006625,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006626,CL_0018,P_CL_0018_006,0018-006-O82,2,32.54,0.5453
SO_000006626,CL_0018,P_CL_0018_010,0018-010-N31,1,33.34,0.4632
SO_000006626,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006626,CL_0018,P_CL_0018_007,0018-007-R56,2,36.07,0.5999
SO_000006627,CL_0018,P_CL_0018_009,0018-009-C66,1,34.36,0.5905
SO_000006628,CL_0018,P_CL_0018_001,0018-001-F57,1,29.95,0.5376
SO_000006629,CL_0018,P_CL_0018_014,0018-014-V60,1,32.36,0.4638
SO_000006629,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006629,CL_0018,P_CL_0018_012,0018-012-Q96,1,20.01,0.4625
SO_000006630,CL_0018,P_CL_0018_015,0018-015-C91,1,22.85,0.5160
SO_000006631,CL_0018,P_CL_0018_015,0018-015-C91,1,22.85,0.5160
SO_000006632,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006633,CL_0018,P_CL_0018_007,0018-007-R56,1,36.07,0.5999
SO_000006634,CL_0018,P_CL_0018_012,0018-012-Q96,1,20.01,0.4625
SO_000006634,CL_0018,P_CL_0018_003,0018-003-O89,1,44.01,0.6085
SO_000006635,CL_0018,P_CL_0018_009,0018-009-C66,2,34.36,0.5905
SO_000006636,CL_0018,P_CL_0018_013,0018-013-I93,1,32.58,0.5757
SO_000006637,CL_0018,P_CL_0018_009,0018-009-C66,2,34.36,0.5905
SO_000006638,CL_0018,P_CL_0018_010,0018-010-N31,1,33.34,0.4632
SO_000006639,CL_0018,P_CL_0018_006,0018-006-O82,1,32.54,0.5453
