adset_id,campaign_id,client_id,platform,adset_name,audience_type,status,daily_budget,optimization_goal,targeting_summary
GA_000000691,GC_00000195,CL_0016,Google,Interest - US,Interest,active,149.12,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000000692,GC_00000195,CL_0016,Google,Cart Abandoners - 25-44,Cart Abandoners,active,234.33,leads,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000693,GC_00000195,CL_0016,Google,Recent Buyers - Top States,Recent Buyers,active,195.16,leads,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000694,GC_00000196,CL_0016,Google,Broad - 18-34,Broad,active,225.75,leads,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000695,GC_00000196,CL_0016,Google,Cart Abandoners - 18-34,Cart Abandoners,active,195.94,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000696,GC_00000196,CL_0016,Google,Interest - US,Interest,active,158.81,traffic,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000000697,GC_00000197,CL_0016,Google,Recent Buyers - 35+,Recent Buyers,active,73.58,leads,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000698,GC_00000197,CL_0016,Google,High LTV - 25-44,High LTV,active,54.49,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000699,GC_00000197,CL_0016,Google,Cart Abandoners - Top States,Cart Abandoners,active,91.36,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000700,GC_00000197,CL_0016,Google,Cart Abandoners - 35+,Cart Abandoners,active,58.68,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000701,MC_00000198,CL_0017,Meta,Recent Buyers - 35+,Recent Buyers,active,546.71,value,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000000702,MC_00000198,CL_0017,Meta,Site Visitors - 18-34,Site Visitors,active,807.64,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000703,MC_00000198,CL_0017,Meta,Cart Abandoners - 25-44,Cart Abandoners,learning,707.38,traffic,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000704,MC_00000198,CL_0017,Meta,Recent Buyers - 18-34,Recent Buyers,active,650.36,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000705,MC_00000199,CL_0017,Meta,Cart Abandoners - 18-34,Cart Abandoners,active,233.04,purchases,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000706,MC_00000199,CL_0017,Meta,High LTV - 35+,High LTV,learning,198.63,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000000707,MC_00000199,CL_0017,Meta,Lookalike - US,Lookalike,active,380.35,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000708,MC_00000200,CL_0017,Meta,Interest - Top States,Interest,active,221.66,leads,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000000709,MC_00000200,CL_0017,Meta,Cart Abandoners - US,Cart Abandoners,active,273.68,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000710,MC_00000200,CL_0017,Meta,Cart Abandoners - 25-44,Cart Abandoners,active,215.89,traffic,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000711,MC_00000201,CL_0017,Meta,Broad - Top States,Broad,active,64.30,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000712,MC_00000201,CL_0017,Meta,Site Visitors - 25-44,Site Visitors,active,63.58,value,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000000713,MC_00000201,CL_0017,Meta,Lookalike - 18-34,Lookalike,active,56.44,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000714,MC_00000201,CL_0017,Meta,Recent Buyers - 35+,Recent Buyers,learning,91.03,leads,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000715,MC_00000201,CL_0017,Meta,Interest - 25-44,Interest,active,57.82,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000000716,MC_00000202,CL_0017,Meta,Broad - 25-44,Broad,learning,418.50,leads,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000717,MC_00000202,CL_0017,Meta,Broad - Top States,Broad,paused,468.57,purchases,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000000718,MC_00000202,CL_0017,Meta,Cart Abandoners - 35+,Cart Abandoners,active,603.56,value,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000719,MC_00000202,CL_0017,Meta,Lookalike - 18-34,Lookalike,paused,530.46,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000720,MC_00000203,CL_0017,Meta,Broad - 35+,Broad,active,722.12,value,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000721,MC_00000203,CL_0017,Meta,Broad - 35+,Broad,active,1103.23,traffic,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000722,MC_00000203,CL_0017,Meta,High LTV - Top States,High LTV,active,1169.17,traffic,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000723,MC_00000203,CL_0017,Meta,Broad - 35+,Broad,active,964.65,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000724,GC_00000204,CL_0017,Google,Recent Buyers - 18-34,Recent Buyers,active,889.29,leads,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000000725,GC_00000204,CL_0017,Google,Broad - 35+,Broad,active,820.58,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000726,GC_00000204,CL_0017,Google,Interest - 35+,Interest,active,866.18,purchases,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000727,GC_00000204,CL_0017,Google,Site Visitors - 25-44,Site Visitors,active,976.36,leads,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000000728,GC_00000204,CL_0017,Google,Interest - 18-34,Interest,active,690.08,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000729,GC_00000205,CL_0017,Google,Lookalike - 35+,Lookalike,paused,268.80,leads,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000730,GC_00000205,CL_0017,Google,Lookalike - Top States,Lookalike,active,199.42,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000731,GC_00000205,CL_0017,Google,Lookalike - Top States,Lookalike,learning,241.07,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000732,GC_00000205,CL_0017,Google,Interest - 35+,Interest,active,279.54,value,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000000733,GC_00000206,CL_0017,Google,Site Visitors - Top States,Site Visitors,active,657.74,leads,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000734,GC_00000206,CL_0017,Google,Site Visitors - 35+,Site Visitors,active,594.42,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000735,GC_00000206,CL_0017,Google,Cart Abandoners - 35+,Cart Abandoners,active,574.61,traffic,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000736,GC_00000206,CL_0017,Google,Interest - 35+,Interest,active,580.05,traffic,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000737,GC_00000207,CL_0017,Google,Recent Buyers - 35+,Recent Buyers,paused,545.54,traffic,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000000738,GC_00000207,CL_0017,Google,Cart Abandoners - 35+,Cart Abandoners,active,631.70,leads,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000000739,GC_00000207,CL_0017,Google,Broad - US,Broad,limited,688.65,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000740,GC_00000208,CL_0017,Google,Broad - 25-44,Broad,active,570.52,leads,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000741,GC_00000208,CL_0017,Google,Broad - US,Broad,active,624.90,purchases,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000742,GC_00000209,CL_0017,Google,Site Visitors - 25-44,Site Visitors,paused,379.92,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000743,GC_00000209,CL_0017,Google,Interest - Top States,Interest,active,312.51,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000744,GC_00000209,CL_0017,Google,Broad - 25-44,Broad,limited,284.94,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000745,GC_00000209,CL_0017,Google,Cart Abandoners - 35+,Cart Abandoners,active,298.26,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000746,GC_00000209,CL_0017,Google,High LTV - 18-34,High LTV,active,387.48,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000747,GC_00000210,CL_0017,Google,Cart Abandoners - Top States,Cart Abandoners,active,424.66,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000748,GC_00000210,CL_0017,Google,Lookalike - 18-34,Lookalike,paused,465.95,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000749,GC_00000210,CL_0017,Google,Site Visitors - Top States,Site Visitors,learning,383.57,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000750,GC_00000210,CL_0017,Google,Interest - 25-44,Interest,active,370.22,leads,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000751,GC_00000210,CL_0017,Google,Lookalike - Top States,Lookalike,active,469.87,traffic,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000000752,GC_00000211,CL_0017,Google,Site Visitors - 35+,Site Visitors,active,462.46,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000753,GC_00000211,CL_0017,Google,High LTV - 18-34,High LTV,active,397.23,leads,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000754,GC_00000211,CL_0017,Google,Recent Buyers - 35+,Recent Buyers,active,329.26,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000755,GC_00000211,CL_0017,Google,Site Visitors - 18-34,Site Visitors,active,450.64,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000756,MC_00000212,CL_0018,Meta,Broad - 18-34,Broad,active,290.57,leads,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000000757,MC_00000212,CL_0018,Meta,Interest - Top States,Interest,paused,216.27,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000758,MC_00000213,CL_0018,Meta,Recent Buyers - Top States,Recent Buyers,active,424.86,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000759,MC_00000213,CL_0018,Meta,Broad - 18-34,Broad,active,477.47,leads,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000000760,MC_00000213,CL_0018,Meta,Interest - 18-34,Interest,limited,449.34,leads,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000761,MC_00000213,CL_0018,Meta,Cart Abandoners - Top States,Cart Abandoners,learning,789.34,traffic,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000762,MC_00000213,CL_0018,Meta,Cart Abandoners - 18-34,Cart Abandoners,active,411.02,leads,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000763,MC_00000214,CL_0018,Meta,Site Visitors - 35+,Site Visitors,active,875.63,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000000764,MC_00000214,CL_0018,Meta,Cart Abandoners - 35+,Cart Abandoners,active,756.12,purchases,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000000765,MC_00000214,CL_0018,Meta,Interest - US,Interest,active,899.59,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000000766,MC_00000215,CL_0018,Meta,Broad - 25-44,Broad,active,560.94,leads,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000767,MC_00000215,CL_0018,Meta,High LTV - Top States,High LTV,active,419.39,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000768,MC_00000216,CL_0018,Meta,Recent Buyers - Top States,Recent Buyers,active,257.04,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000000769,MC_00000216,CL_0018,Meta,Interest - US,Interest,limited,268.47,leads,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000000770,MC_00000216,CL_0018,Meta,High LTV - 18-34,High LTV,active,395.33,value,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000771,MC_00000217,CL_0018,Meta,Cart Abandoners - Top States,Cart Abandoners,limited,249.10,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000772,MC_00000217,CL_0018,Meta,Cart Abandoners - 35+,Cart Abandoners,active,298.47,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000773,MC_00000217,CL_0018,Meta,Cart Abandoners - 18-34,Cart Abandoners,active,384.43,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000774,MC_00000218,CL_0018,Meta,Broad - 18-34,Broad,active,277.88,value,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000775,MC_00000218,CL_0018,Meta,Site Visitors - Top States,Site Visitors,active,228.79,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000776,MC_00000218,CL_0018,Meta,Recent Buyers - 25-44,Recent Buyers,active,297.33,value,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000777,MC_00000218,CL_0018,Meta,Interest - 35+,Interest,limited,224.31,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000000778,MC_00000219,CL_0018,Meta,Cart Abandoners - 25-44,Cart Abandoners,active,212.45,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000779,MC_00000219,CL_0018,Meta,Recent Buyers - 25-44,Recent Buyers,paused,179.74,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000000780,MC_00000219,CL_0018,Meta,Recent Buyers - Top States,Recent Buyers,active,191.51,value,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000000781,GC_00000220,CL_0018,Google,Interest - 25-44,Interest,active,635.34,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000782,GC_00000220,CL_0018,Google,Site Visitors - 35+,Site Visitors,active,544.36,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000783,GC_00000220,CL_0018,Google,Cart Abandoners - 18-34,Cart Abandoners,active,501.61,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000784,GC_00000220,CL_0018,Google,Lookalike - 18-34,Lookalike,active,511.21,traffic,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000785,GC_00000220,CL_0018,Google,Broad - 18-34,Broad,learning,604.40,purchases,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000786,GC_00000221,CL_0018,Google,Cart Abandoners - 18-34,Cart Abandoners,active,1251.29,value,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000787,GC_00000221,CL_0018,Google,Lookalike - 35+,Lookalike,paused,838.69,value,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000788,GC_00000221,CL_0018,Google,Interest - US,Interest,active,660.57,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000789,GC_00000222,CL_0018,Google,Recent Buyers - 35+,Recent Buyers,active,54.09,leads,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000790,GC_00000222,CL_0018,Google,Site Visitors - 25-44,Site Visitors,limited,42.64,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000791,GC_00000223,CL_0018,Google,Lookalike - 35+,Lookalike,active,509.64,leads,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000792,GC_00000223,CL_0018,Google,Broad - 35+,Broad,active,700.79,leads,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000793,GC_00000223,CL_0018,Google,Interest - Top States,Interest,active,449.83,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000794,GC_00000223,CL_0018,Google,Interest - 25-44,Interest,active,672.90,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000795,GC_00000223,CL_0018,Google,Recent Buyers - 18-34,Recent Buyers,active,533.45,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000000796,GC_00000224,CL_0018,Google,Cart Abandoners - 18-34,Cart Abandoners,active,435.17,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000797,GC_00000224,CL_0018,Google,Broad - 18-34,Broad,paused,581.83,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000000798,GC_00000224,CL_0018,Google,Recent Buyers - Top States,Recent Buyers,active,504.92,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000799,GC_00000225,CL_0018,Google,High LTV - US,High LTV,learning,545.61,purchases,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000800,GC_00000225,CL_0018,Google,Cart Abandoners - Top States,Cart Abandoners,active,869.39,value,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000801,GC_00000226,CL_0018,Google,Broad - 25-44,Broad,active,343.57,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000802,GC_00000226,CL_0018,Google,Site Visitors - Top States,Site Visitors,active,233.73,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000000803,GC_00000227,CL_0018,Google,Lookalike - Top States,Lookalike,active,627.03,value,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000804,GC_00000227,CL_0018,Google,Lookalike - US,Lookalike,active,782.32,value,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000000805,GC_00000227,CL_0018,Google,Interest - 35+,Interest,active,556.39,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000806,MC_00000228,CL_0019,Meta,Recent Buyers - US,Recent Buyers,paused,220.68,traffic,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000807,MC_00000228,CL_0019,Meta,High LTV - Top States,High LTV,paused,269.50,value,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000000808,MC_00000228,CL_0019,Meta,Lookalike - 25-44,Lookalike,active,160.95,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000809,MC_00000229,CL_0019,Meta,Lookalike - US,Lookalike,active,200.42,purchases,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000810,MC_00000229,CL_0019,Meta,Site Visitors - 25-44,Site Visitors,active,127.00,value,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000811,MC_00000229,CL_0019,Meta,Broad - 25-44,Broad,active,181.20,traffic,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000812,MC_00000230,CL_0019,Meta,High LTV - 18-34,High LTV,learning,183.64,value,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000813,MC_00000230,CL_0019,Meta,Site Visitors - 35+,Site Visitors,paused,208.26,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000814,MC_00000230,CL_0019,Meta,High LTV - 35+,High LTV,active,222.34,value,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000815,MC_00000231,CL_0019,Meta,High LTV - 18-34,High LTV,active,60.80,purchases,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000000816,MC_00000231,CL_0019,Meta,Recent Buyers - 25-44,Recent Buyers,active,61.51,traffic,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000817,MC_00000231,CL_0019,Meta,Site Visitors - 25-44,Site Visitors,active,64.58,purchases,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000818,MC_00000231,CL_0019,Meta,Broad - 35+,Broad,active,94.69,leads,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000819,MC_00000231,CL_0019,Meta,Interest - US,Interest,limited,66.67,purchases,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000000820,MC_00000232,CL_0019,Meta,Recent Buyers - 35+,Recent Buyers,active,34.17,leads,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000821,MC_00000232,CL_0019,Meta,High LTV - 35+,High LTV,active,38.35,leads,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000822,MC_00000232,CL_0019,Meta,Recent Buyers - 18-34,Recent Buyers,active,38.08,purchases,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000823,MC_00000232,CL_0019,Meta,Broad - US,Broad,active,34.64,traffic,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000824,MC_00000233,CL_0019,Meta,High LTV - 35+,High LTV,paused,88.67,traffic,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000000825,MC_00000233,CL_0019,Meta,High LTV - 25-44,High LTV,paused,66.36,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000826,MC_00000233,CL_0019,Meta,Cart Abandoners - Top States,Cart Abandoners,active,91.59,leads,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000827,MC_00000233,CL_0019,Meta,High LTV - Top States,High LTV,active,53.68,value,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000828,MC_00000234,CL_0019,Meta,Cart Abandoners - 25-44,Cart Abandoners,active,191.00,purchases,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000000829,MC_00000234,CL_0019,Meta,Cart Abandoners - Top States,Cart Abandoners,active,237.37,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000000830,MC_00000234,CL_0019,Meta,High LTV - US,High LTV,paused,121.48,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000000831,MC_00000234,CL_0019,Meta,Cart Abandoners - Top States,Cart Abandoners,active,142.79,purchases,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000832,GC_00000235,CL_0019,Google,Recent Buyers - 18-34,Recent Buyers,active,111.30,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000000833,GC_00000235,CL_0019,Google,Recent Buyers - US,Recent Buyers,active,110.45,value,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000000834,GC_00000235,CL_0019,Google,Interest - 25-44,Interest,active,114.92,value,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000000835,GC_00000235,CL_0019,Google,Site Visitors - 35+,Site Visitors,active,132.33,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
