product_id,client_id,sku,product_name,product_category,price,margin_pct,active_flag
P_CL_0020_004,CL_0020,0020-004-A85,Premium Cleanser,Beauty,32.56,0.6825,true
P_CL_0020_005,CL_0020,0020-005-M74,Daily Serum,Beauty,16.72,0.8054,true
P_CL_0020_006,CL_0020,0020-006-R88,Ultra Toner,Beauty,20.65,0.7352,true
P_CL_0020_007,CL_0020,0020-007-Z29,Eco Mask,Beauty,25.35,0.7451,true
P_CL_0020_008,CL_0020,0020-008-H17,Classic Serum,Beauty,16.32,0.6969,true
P_CL_0020_009,CL_0020,0020-009-B49,Ultra Toner,Beauty,30.43,0.7036,true
P_CL_0020_010,CL_0020,0020-010-Z43,Ultra Serum,Beauty,42.78,0.7541,true
P_CL_0020_011,CL_0020,0020-011-D13,Essential Cream,Beauty,20.28,0.8411,true
P_CL_0020_012,CL_0020,0020-012-P68,Eco Serum,Beauty,41.00,0.7517,true
P_CL_0020_013,CL_0020,0020-013-F42,Premium Mask,Beauty,33.88,0.8586,true
P_CL_0020_014,CL_0020,0020-014-A41,Core Serum,Beauty,31.33,0.7741,true
P_CL_0020_015,CL_0020,0020-015-B80,Performance Cleanser,Beauty,34.75,0.7246,true
P_CL_0021_001,CL_0021,0021-001-Q96,Core Tent,Outdoor,31.15,0.4538,true
P_CL_0021_002,CL_0021,0021-002-C69,Daily Pack,Outdoor,18.87,0.5726,true
P_CL_0021_003,CL_0021,0021-003-S48,Pro Pack,Outdoor,24.76,0.4664,true
P_CL_0021_004,CL_0021,0021-004-Y35,Eco Cooler,Outdoor,16.25,0.5700,true
P_CL_0021_005,CL_0021,0021-005-U98,Core Pack,Outdoor,23.20,0.6081,true
P_CL_0021_006,CL_0021,0021-006-X49,Premium Cooler,Outdoor,18.48,0.4589,false
P_CL_0021_007,CL_0021,0021-007-W45,Premium Cooler,Outdoor,38.97,0.4267,true
P_CL_0021_008,CL_0021,0021-008-L68,Premium Jacket,Outdoor,30.24,0.5341,true
P_CL_0021_009,CL_0021,0021-009-E40,Daily Cooler,Outdoor,27.25,0.4701,true
P_CL_0021_010,CL_0021,0021-010-X51,Essential Cooler,Outdoor,16.84,0.5085,true
P_CL_0021_011,CL_0021,0021-011-D31,Signature Bottle,Outdoor,30.67,0.5111,true
P_CL_0021_012,CL_0021,0021-012-Y36,Signature Jacket,Outdoor,22.17,0.4796,true
P_CL_0021_013,CL_0021,0021-013-W99,Pro Pack,Outdoor,33.45,0.4260,true
P_CL_0021_014,CL_0021,0021-014-W41,Essential Tent,Outdoor,25.76,0.4971,true
P_CL_0021_015,CL_0021,0021-015-M67,Eco Tent,Outdoor,28.24,0.5675,true
P_CL_0022_001,CL_0022,0022-001-Z27,Premium Boot,Footwear,125.93,0.2786,true
P_CL_0022_002,CL_0022,0022-002-U92,Premium Trainer,Footwear,131.63,0.3927,true
P_CL_0022_003,CL_0022,0022-003-C35,Signature Runner,Footwear,119.72,0.4381,true
P_CL_0022_004,CL_0022,0022-004-S65,Performance Sandal,Footwear,129.92,0.3754,true
P_CL_0022_005,CL_0022,0022-005-G33,Daily Boot,Footwear,114.92,0.3322,true
P_CL_0022_006,CL_0022,0022-006-P62,Eco Runner,Footwear,58.81,0.3720,true
P_CL_0022_007,CL_0022,0022-007-G92,Eco Boot,Footwear,101.07,0.3260,false
P_CL_0022_008,CL_0022,0022-008-L71,Eco Sneaker,Footwear,109.52,0.4325,true
P_CL_0022_009,CL_0022,0022-009-M44,Ultra Sneaker,Footwear,85.92,0.2814,true
P_CL_0022_010,CL_0022,0022-010-P77,Essential Runner,Footwear,69.60,0.4296,false
P_CL_0022_011,CL_0022,0022-011-V40,Daily Trainer,Footwear,119.22,0.3829,true
P_CL_0022_012,CL_0022,0022-012-Z59,Essential Runner,Footwear,100.26,0.4632,false
P_CL_0022_013,CL_0022,0022-013-S50,Essential Trainer,Footwear,108.00,0.4590,true
P_CL_0022_014,CL_0022,0022-014-G73,Eco Sandal,Footwear,41.10,0.3380,true
P_CL_0022_015,CL_0022,0022-015-T38,Core Runner,Footwear,122.09,0.3815,true
P_CL_0023_001,CL_0023,0023-001-Z51,Core Charm,Jewelry,153.36,0.2839,true
P_CL_0023_002,CL_0023,0023-002-Q56,Premium Necklace,Jewelry,109.73,0.3542,false
P_CL_0023_003,CL_0023,0023-003-F65,Signature Earring,Jewelry,82.17,0.4093,true
P_CL_0023_004,CL_0023,0023-004-T55,Classic Charm,Jewelry,104.42,0.4126,true
P_CL_0023_005,CL_0023,0023-005-X10,Pro Earring,Jewelry,111.13,0.3578,false
P_CL_0023_006,CL_0023,0023-006-T50,Pro Charm,Jewelry,141.02,0.3237,true
P_CL_0023_007,CL_0023,0023-007-K31,Premium Earring,Jewelry,135.05,0.4438,true
P_CL_0023_008,CL_0023,0023-008-I36,Classic Bracelet,Jewelry,85.64,0.4181,true
P_CL_0023_009,CL_0023,0023-009-N31,Performance Ring,Jewelry,109.34,0.3781,true
P_CL_0023_010,CL_0023,0023-010-P83,Classic Charm,Jewelry,116.84,0.3120,true
P_CL_0023_011,CL_0023,0023-011-C53,Ultra Ring,Jewelry,92.54,0.4571,true
P_CL_0023_012,CL_0023,0023-012-C53,Pro Ring,Jewelry,148.78,0.4766,true
P_CL_0023_013,CL_0023,0023-013-N30,Core Ring,Jewelry,85.91,0.2998,true
P_CL_0023_014,CL_0023,0023-014-R79,Daily Necklace,Jewelry,79.54,0.4116,true
P_CL_0023_015,CL_0023,0023-015-E16,Essential Ring,Jewelry,108.59,0.2803,true
P_CL_0024_001,CL_0024,0024-001-D13,Classic Legging,Apparel,59.56,0.4202,true
P_CL_0024_002,CL_0024,0024-002-P72,Daily Tee,Apparel,97.58,0.4042,true
P_CL_0024_003,CL_0024,0024-003-M57,Ultra Hoodie,Apparel,101.34,0.4752,true
P_CL_0024_004,CL_0024,0024-004-E99,Premium Jacket,Apparel,100.63,0.4031,true
P_CL_0024_005,CL_0024,0024-005-Y85,Classic Legging,Apparel,58.83,0.4967,true
P_CL_0024_006,CL_0024,0024-006-P83,Classic Legging,Apparel,43.49,0.4813,true
P_CL_0024_007,CL_0024,0024-007-Q83,Pro Tee,Apparel,65.19,0.4155,false
P_CL_0024_008,CL_0024,0024-008-Z34,Ultra Jacket,Apparel,143.59,0.3945,true
P_CL_0024_009,CL_0024,0024-009-U28,Pro Jacket,Apparel,89.54,0.4376,true
P_CL_0024_010,CL_0024,0024-010-I76,Signature Tee,Apparel,85.05,0.5694,true
P_CL_0024_011,CL_0024,0024-011-Z63,Premium Legging,Apparel,60.88,0.4689,true
P_CL_0024_012,CL_0024,0024-012-D82,Premium Legging,Apparel,76.70,0.5431,true
P_CL_0024_013,CL_0024,0024-013-I59,Signature Jogger,Apparel,55.19,0.5004,true
P_CL_0024_014,CL_0024,0024-014-W61,Core Hoodie,Apparel,102.77,0.4652,true
P_CL_0024_015,CL_0024,0024-015-P44,Essential Hoodie,Apparel,129.31,0.3900,true
P_CL_0025_001,CL_0025,0025-001-V22,Classic Dumbbell,Fitness,32.41,0.5440,false
P_CL_0025_002,CL_0025,0025-002-K44,Performance Roller,Fitness,9.85,0.6381,true
P_CL_0025_003,CL_0025,0025-003-Y76,Essential Roller,Fitness,33.01,0.6813,true
P_CL_0025_004,CL_0025,0025-004-W74,Performance Band,Fitness,25.69,0.5442,true
P_CL_0025_005,CL_0025,0025-005-B41,Core Bottle,Fitness,38.76,0.6084,true
P_CL_0025_006,CL_0025,0025-006-O74,Performance Band,Fitness,37.01,0.6442,true
P_CL_0025_007,CL_0025,0025-007-P85,Eco Mat,Fitness,22.26,0.5871,true
P_CL_0025_008,CL_0025,0025-008-W21,Daily Dumbbell,Fitness,19.56,0.5226,true
P_CL_0025_009,CL_0025,0025-009-H96,Classic Bottle,Fitness,19.64,0.5709,true
P_CL_0025_010,CL_0025,0025-010-Y97,Core Mat,Fitness,21.60,0.6119,true
P_CL_0025_011,CL_0025,0025-011-Z49,Daily Band,Fitness,25.27,0.6019,true
P_CL_0025_012,CL_0025,0025-012-G69,Daily Dumbbell,Fitness,23.66,0.6525,true
P_CL_0025_013,CL_0025,0025-013-L81,Pro Roller,Fitness,42.42,0.6389,true
P_CL_0025_014,CL_0025,0025-014-K45,Essential Mat,Fitness,24.01,0.6894,true
P_CL_0025_015,CL_0025,0025-015-B86,Performance Dumbbell,Fitness,25.63,0.6492,true
P_CL_0026_001,CL_0026,0026-001-J43,Performance Protein,Supplements,48.52,0.3987,true
P_CL_0026_002,CL_0026,0026-002-X38,Eco Vitamin,Supplements,40.13,0.4455,true
P_CL_0026_003,CL_0026,0026-003-F94,Eco Collagen,Supplements,51.29,0.3540,true
P_CL_0026_004,CL_0026,0026-004-F97,Essential Greens,Supplements,44.25,0.4487,true
P_CL_0026_005,CL_0026,0026-005-J63,Essential Greens,Supplements,30.00,0.3921,true
P_CL_0026_006,CL_0026,0026-006-S84,Pro Creatine,Supplements,17.62,0.3320,true
P_CL_0026_007,CL_0026,0026-007-V58,Eco Vitamin,Supplements,82.35,0.3775,true
P_CL_0026_008,CL_0026,0026-008-S68,Ultra Greens,Supplements,80.23,0.3811,true
P_CL_0026_009,CL_0026,0026-009-U32,Essential Protein,Supplements,68.86,0.4447,true
P_CL_0026_010,CL_0026,0026-010-F72,Premium Collagen,Supplements,73.36,0.3437,true
P_CL_0026_011,CL_0026,0026-011-P59,Core Creatine,Supplements,42.46,0.3253,true
P_CL_0026_012,CL_0026,0026-012-Q34,Core Collagen,Supplements,58.79,0.4531,true
P_CL_0026_013,CL_0026,0026-013-L49,Ultra Greens,Supplements,55.64,0.3383,true
P_CL_0026_014,CL_0026,0026-014-J68,Eco Collagen,Supplements,78.79,0.4371,true
P_CL_0026_015,CL_0026,0026-015-P55,Classic Greens,Supplements,52.77,0.3508,true
P_CL_0027_001,CL_0027,0027-001-G12,Pro Toner,Beauty,54.19,0.3969,true
P_CL_0027_002,CL_0027,0027-002-U42,Eco Serum,Beauty,57.86,0.4206,true
P_CL_0027_003,CL_0027,0027-003-W24,Performance Serum,Beauty,27.95,0.3849,true
P_CL_0027_004,CL_0027,0027-004-E36,Core Cream,Beauty,31.70,0.3562,true
P_CL_0027_005,CL_0027,0027-005-D75,Pro Mask,Beauty,35.76,0.3195,true
P_CL_0027_006,CL_0027,0027-006-T35,Daily Serum,Beauty,29.80,0.4623,false
P_CL_0027_007,CL_0027,0027-007-P36,Signature Cream,Beauty,27.44,0.3621,true
P_CL_0027_008,CL_0027,0027-008-S95,Signature Serum,Beauty,26.89,0.3258,true
P_CL_0027_009,CL_0027,0027-009-U39,Signature Mask,Beauty,44.68,0.4937,true
P_CL_0027_010,CL_0027,0027-010-F15,Daily Toner,Beauty,32.21,0.3680,true
P_CL_0027_011,CL_0027,0027-011-B11,Ultra Toner,Beauty,38.25,0.4287,true
P_CL_0027_012,CL_0027,0027-012-T44,Premium Cream,Beauty,32.30,0.3705,true
P_CL_0027_013,CL_0027,0027-013-M98,Signature Serum,Beauty,40.95,0.4560,true
P_CL_0027_014,CL_0027,0027-014-W17,Ultra Cleanser,Beauty,44.11,0.3167,true
P_CL_0027_015,CL_0027,0027-015-M55,Pro Toner,Beauty,24.23,0.3018,true
P_CL_0028_001,CL_0028,0028-001-P24,Performance Throw,Home Goods,57.96,0.7274,true
P_CL_0028_002,CL_0028,0028-002-X83,Pro Organizer,Home Goods,117.40,0.6841,false
P_CL_0028_003,CL_0028,0028-003-W99,Pro Organizer,Home Goods,50.96,0.6583,true
P_CL_0028_004,CL_0028,0028-004-E81,Pro Throw,Home Goods,55.33,0.6502,true
P_CL_0028_005,CL_0028,0028-005-P73,Ultra Throw,Home Goods,46.40,0.6543,true
P_CL_0028_006,CL_0028,0028-006-R92,Performance Throw,Home Goods,72.44,0.7200,true
P_CL_0028_007,CL_0028,0028-007-S67,Premium Planter,Home Goods,87.63,0.8106,true
P_CL_0028_008,CL_0028,0028-008-M62,Core Lamp,Home Goods,48.53,0.7507,true
P_CL_0028_009,CL_0028,0028-009-T91,Daily Lamp,Home Goods,51.27,0.8173,true
P_CL_0028_010,CL_0028,0028-010-H68,Essential Planter,Home Goods,45.98,0.7513,true
P_CL_0028_011,CL_0028,0028-011-L67,Premium Planter,Home Goods,60.92,0.6588,true
P_CL_0028_012,CL_0028,0028-012-J80,Eco Lamp,Home Goods,94.81,0.7141,true
P_CL_0028_013,CL_0028,0028-013-W62,Premium Throw,Home Goods,30.58,0.6902,true
P_CL_0028_014,CL_0028,0028-014-Z34,Essential Lamp,Home Goods,36.29,0.6609,true
P_CL_0028_015,CL_0028,0028-015-O68,Pro Candle,Home Goods,103.14,0.8305,true
P_CL_0029_001,CL_0029,0029-001-N84,Signature Bed,Pet Supplies,57.16,0.6249,true
P_CL_0029_002,CL_0029,0029-002-F26,Premium Toy,Pet Supplies,20.84,0.5175,true
P_CL_0029_003,CL_0029,0029-003-W41,Daily Harness,Pet Supplies,18.11,0.5196,true
P_CL_0029_004,CL_0029,0029-004-E27,Performance Harness,Pet Supplies,54.06,0.5605,true
P_CL_0029_005,CL_0029,0029-005-W80,Classic Bowl,Pet Supplies,37.78,0.4802,true
P_CL_0029_006,CL_0029,0029-006-V26,Ultra Harness,Pet Supplies,15.43,0.5408,true
P_CL_0029_007,CL_0029,0029-007-S83,Performance Harness,Pet Supplies,32.30,0.5748,true
P_CL_0029_008,CL_0029,0029-008-N11,Eco Bowl,Pet Supplies,32.26,0.4613,true
P_CL_0029_009,CL_0029,0029-009-F46,Daily Treat,Pet Supplies,36.90,0.4693,true
P_CL_0029_010,CL_0029,0029-010-R14,Essential Harness,Pet Supplies,60.82,0.6028,true
P_CL_0029_011,CL_0029,0029-011-H75,Daily Bowl,Pet Supplies,28.14,0.5786,true
P_CL_0029_012,CL_0029,0029-012-Z97,Essential Bed,Pet Supplies,28.64,0.6332,true
P_CL_0029_013,CL_0029,0029-013-O38,Essential Harness,Pet Supplies,58.80,0.5910,true
P_CL_0029_014,CL_0029,0029-014-X34,Daily Bowl,Pet Supplies,34.52,0.5298,false
P_CL_0029_015,CL_0029,0029-015-M15,Performance Treat,Pet Supplies,52.57,0.4958,true
P_CL_0030_001,CL_0030,0030-001-I10,Essential Toy,Pet Supplies,40.00,0.4759,false
P_CL_0030_002,CL_0030,0030-002-U88,Daily Treat,Pet Supplies,44.01,0.4807,true
P_CL_0030_003,CL_0030,0030-003-W50,Eco Harness,Pet Supplies,51.51,0.4266,true
P_CL_0030_004,CL_0030,0030-004-M21,Essential Treat,Pet Supplies,32.93,0.4268,true
P_CL_0030_005,CL_0030,0030-005-J37,Pro Harness,Pet Supplies,46.73,0.4887,false
P_CL_0030_006,CL_0030,0030-006-U88,Pro Treat,Pet Supplies,43.63,0.4314,true
P_CL_0030_007,CL_0030,0030-007-Z24,Performance Harness,Pet Supplies,41.59,0.4339,true
P_CL_0030_008,CL_0030,0030-008-Z75,Signature Treat,Pet Supplies,28.95,0.4800,true
P_CL_0030_009,CL_0030,0030-009-C22,Ultra Toy,Pet Supplies,31.64,0.5769,true
P_CL_0030_010,CL_0030,0030-010-Y37,Performance Bowl,Pet Supplies,63.97,0.5497,true
P_CL_0030_011,CL_0030,0030-011-C97,Ultra Bed,Pet Supplies,34.89,0.3874,true
P_CL_0030_012,CL_0030,0030-012-R19,Pro Treat,Pet Supplies,61.84,0.5469,true
P_CL_0030_013,CL_0030,0030-013-U61,Performance Bed,Pet Supplies,41.26,0.4459,true
P_CL_0030_014,CL_0030,0030-014-Y84,Core Treat,Pet Supplies,25.55,0.5228,true
P_CL_0030_015,CL_0030,0030-015-Z97,Daily Bowl,Pet Supplies,38.80,0.5039,true
P_CL_0031_001,CL_0031,0031-001-F78,Classic Earring,Jewelry,100.92,0.6754,true
P_CL_0031_002,CL_0031,0031-002-U28,Daily Charm,Jewelry,101.26,0.7836,true
P_CL_0031_003,CL_0031,0031-003-E25,Core Bracelet,Jewelry,110.68,0.6491,true
P_CL_0031_004,CL_0031,0031-004-C49,Classic Charm,Jewelry,89.78,0.7978,true
P_CL_0031_005,CL_0031,0031-005-E30,Ultra Bracelet,Jewelry,149.46,0.6923,true
P_CL_0031_006,CL_0031,0031-006-V82,Core Necklace,Jewelry,102.78,0.8184,false
P_CL_0031_007,CL_0031,0031-007-C42,Premium Charm,Jewelry,75.48,0.6876,true
P_CL_0031_008,CL_0031,0031-008-V93,Classic Bracelet,Jewelry,95.09,0.6681,true
P_CL_0031_009,CL_0031,0031-009-J98,Pro Necklace,Jewelry,75.60,0.6786,true
P_CL_0031_010,CL_0031,0031-010-F10,Essential Bracelet,Jewelry,75.91,0.6973,true
P_CL_0031_011,CL_0031,0031-011-K71,Signature Earring,Jewelry,87.22,0.7372,true
P_CL_0031_012,CL_0031,0031-012-F92,Pro Earring,Jewelry,111.56,0.6645,true
P_CL_0031_013,CL_0031,0031-013-U19,Premium Necklace,Jewelry,81.00,0.8265,true
P_CL_0031_014,CL_0031,0031-014-S61,Pro Ring,Jewelry,105.82,0.6907,true
P_CL_0031_015,CL_0031,0031-015-Y29,Essential Bracelet,Jewelry,111.32,0.7266,true
P_CL_0032_001,CL_0032,0032-001-J27,Signature Legging,Apparel,80.29,0.7217,true
P_CL_0032_002,CL_0032,0032-002-Z88,Ultra Jogger,Apparel,71.44,0.7729,true
P_CL_0032_003,CL_0032,0032-003-S94,Ultra Hoodie,Apparel,86.96,0.7687,true
P_CL_0032_004,CL_0032,0032-004-I57,Classic Jogger,Apparel,145.51,0.6301,true
P_CL_0032_005,CL_0032,0032-005-O15,Core Jogger,Apparel,86.80,0.8176,true
P_CL_0032_006,CL_0032,0032-006-S79,Pro Legging,Apparel,80.47,0.6563,true
P_CL_0032_007,CL_0032,0032-007-C76,Daily Jogger,Apparel,125.69,0.6968,true
P_CL_0032_008,CL_0032,0032-008-Z71,Pro Legging,Apparel,110.32,0.6228,true
P_CL_0032_009,CL_0032,0032-009-C75,Daily Jacket,Apparel,107.19,0.6638,true
P_CL_0032_010,CL_0032,0032-010-N52,Premium Jogger,Apparel,101.49,0.7178,true
P_CL_0032_011,CL_0032,0032-011-U62,Core Hoodie,Apparel,58.07,0.6702,true
P_CL_0032_012,CL_0032,0032-012-S28,Core Legging,Apparel,122.40,0.6548,false
P_CL_0032_013,CL_0032,0032-013-T82,Core Legging,Apparel,65.72,0.7972,true
P_CL_0032_014,CL_0032,0032-014-P71,Ultra Jogger,Apparel,77.28,0.6654,true
P_CL_0032_015,CL_0032,0032-015-Y33,Pro Hoodie,Apparel,107.78,0.7534,true
P_CL_0033_001,CL_0033,0033-001-M59,Ultra Jogger,Apparel,65.67,0.4696,true
P_CL_0033_002,CL_0033,0033-002-E87,Premium Legging,Apparel,79.28,0.4834,true
P_CL_0033_003,CL_0033,0033-003-D21,Signature Legging,Apparel,152.29,0.5798,true
P_CL_0033_004,CL_0033,0033-004-Y96,Performance Legging,Apparel,50.36,0.5523,true
P_CL_0033_005,CL_0033,0033-005-P58,Essential Tee,Apparel,34.49,0.5657,true
P_CL_0033_006,CL_0033,0033-006-E42,Signature Legging,Apparel,160.76,0.6011,true
P_CL_0033_007,CL_0033,0033-007-G10,Core Tee,Apparel,131.35,0.5635,true
P_CL_0033_008,CL_0033,0033-008-G98,Essential Tee,Apparel,89.30,0.5297,true
P_CL_0033_009,CL_0033,0033-009-N82,Essential Jacket,Apparel,85.06,0.5703,false
P_CL_0033_010,CL_0033,0033-010-N80,Eco Jacket,Apparel,125.70,0.5444,true
P_CL_0033_011,CL_0033,0033-011-Y60,Ultra Legging,Apparel,127.20,0.6189,true
P_CL_0033_012,CL_0033,0033-012-W30,Premium Hoodie,Apparel,97.70,0.4908,true
P_CL_0033_013,CL_0033,0033-013-B30,Performance Jogger,Apparel,51.87,0.6408,true
P_CL_0033_014,CL_0033,0033-014-P86,Performance Tee,Apparel,54.22,0.4655,true
P_CL_0033_015,CL_0033,0033-015-M88,Eco Jogger,Apparel,162.00,0.5052,false
P_CL_0034_001,CL_0034,0034-001-F91,Signature Runner,Footwear,64.41,0.5097,true
P_CL_0034_002,CL_0034,0034-002-Q99,Classic Sneaker,Footwear,120.70,0.5449,true
P_CL_0034_003,CL_0034,0034-003-A30,Premium Sandal,Footwear,104.90,0.6213,true
P_CL_0034_004,CL_0034,0034-004-A18,Premium Sandal,Footwear,60.34,0.5318,true
P_CL_0034_005,CL_0034,0034-005-L54,Daily Sneaker,Footwear,68.20,0.4672,false
P_CL_0034_006,CL_0034,0034-006-N74,Premium Boot,Footwear,47.19,0.5336,true
P_CL_0034_007,CL_0034,0034-007-Z75,Daily Sandal,Footwear,53.14,0.5971,true
P_CL_0034_008,CL_0034,0034-008-P41,Essential Sneaker,Footwear,80.97,0.6141,true
P_CL_0034_009,CL_0034,0034-009-A71,Premium Boot,Footwear,68.24,0.4735,true
P_CL_0034_010,CL_0034,0034-010-L76,Eco Trainer,Footwear,72.74,0.4238,true
P_CL_0034_011,CL_0034,0034-011-M96,Essential Trainer,Footwear,111.79,0.4371,false
P_CL_0034_012,CL_0034,0034-012-F97,Classic Boot,Footwear,97.91,0.5217,true
P_CL_0034_013,CL_0034,0034-013-G39,Classic Trainer,Footwear,87.11,0.5889,true
P_CL_0034_014,CL_0034,0034-014-V94,Signature Sandal,Footwear,141.66,0.5447,true
P_CL_0034_015,CL_0034,0034-015-P57,Pro Sneaker,Footwear,86.37,0.4850,true
P_CL_0035_001,CL_0035,0035-001-Q45,Performance Sneaker,Footwear,8.00,0.6326,true
P_CL_0035_002,CL_0035,0035-002-N71,Eco Runner,Footwear,54.32,0.5947,true
P_CL_0035_003,CL_0035,0035-003-K98,Core Trainer,Footwear,66.19,0.5906,true
P_CL_0035_004,CL_0035,0035-004-L88,Daily Sneaker,Footwear,86.53,0.6256,true
P_CL_0035_005,CL_0035,0035-005-P64,Classic Sandal,Footwear,45.13,0.6720,true
P_CL_0035_006,CL_0035,0035-006-I67,Ultra Sandal,Footwear,34.08,0.7025,false
P_CL_0035_007,CL_0035,0035-007-R65,Performance Trainer,Footwear,38.85,0.6274,true
P_CL_0035_008,CL_0035,0035-008-A32,Performance Trainer,Footwear,31.63,0.6881,false
P_CL_0035_009,CL_0035,0035-009-I81,Pro Sneaker,Footwear,45.96,0.5977,true
P_CL_0035_010,CL_0035,0035-010-I70,Premium Trainer,Footwear,92.90,0.6782,true
P_CL_0035_011,CL_0035,0035-011-L12,Performance Sandal,Footwear,37.66,0.6124,true
P_CL_0035_012,CL_0035,0035-012-S93,Eco Sneaker,Footwear,60.49,0.6231,true
P_CL_0035_013,CL_0035,0035-013-O20,Performance Sandal,Footwear,39.24,0.7109,true
P_CL_0035_014,CL_0035,0035-014-U53,Performance Trainer,Footwear,40.24,0.7145,true
P_CL_0035_015,CL_0035,0035-015-U47,Daily Runner,Footwear,71.59,0.7093,true
P_CL_0036_001,CL_0036,0036-001-L85,Eco Sauce,Food & Beverage,84.04,0.8474,true
P_CL_0036_002,CL_0036,0036-002-I99,Premium Snack,Food & Beverage,76.90,0.6964,true
P_CL_0036_003,CL_0036,0036-003-P80,Core Coffee,Food & Beverage,135.46,0.6596,true
P_CL_0036_004,CL_0036,0036-004-M49,Classic Coffee,Food & Beverage,113.42,0.7038,true
P_CL_0036_005,CL_0036,0036-005-F13,Core Snack,Food & Beverage,110.55,0.7870,true
P_CL_0036_006,CL_0036,0036-006-I80,Signature Tea,Food & Beverage,26.08,0.6813,false
P_CL_0036_007,CL_0036,0036-007-T68,Pro Bar,Food & Beverage,119.37,0.7413,true
P_CL_0036_008,CL_0036,0036-008-Z21,Signature Bar,Food & Beverage,83.71,0.7159,true
P_CL_0036_009,CL_0036,0036-009-A76,Ultra Snack,Food & Beverage,119.26,0.7231,true
P_CL_0036_010,CL_0036,0036-010-J11,Performance Coffee,Food & Beverage,39.90,0.8139,true
P_CL_0036_011,CL_0036,0036-011-G62,Eco Coffee,Food & Beverage,82.90,0.7417,true
P_CL_0036_012,CL_0036,0036-012-U40,Eco Sauce,Food & Beverage,69.00,0.8072,true
P_CL_0036_013,CL_0036,0036-013-X78,Daily Tea,Food & Beverage,108.38,0.7369,true
P_CL_0036_014,CL_0036,0036-014-O44,Pro Snack,Food & Beverage,132.75,0.7527,true
P_CL_0036_015,CL_0036,0036-015-R12,Ultra Snack,Food & Beverage,141.25,0.8488,true
P_CL_0037_001,CL_0037,0037-001-E11,Signature Toy,Pet Supplies,72.81,0.4225,true
P_CL_0037_002,CL_0037,0037-002-O99,Core Bed,Pet Supplies,48.35,0.4451,true
P_CL_0037_003,CL_0037,0037-003-P33,Classic Toy,Pet Supplies,131.87,0.5582,true
P_CL_0037_004,CL_0037,0037-004-D41,Performance Bed,Pet Supplies,61.95,0.5333,true
P_CL_0037_005,CL_0037,0037-005-V36,Signature Treat,Pet Supplies,111.62,0.4569,false
P_CL_0037_006,CL_0037,0037-006-X15,Eco Harness,Pet Supplies,107.83,0.4833,true
P_CL_0037_007,CL_0037,0037-007-G24,Classic Harness,Pet Supplies,144.26,0.5057,true
P_CL_0037_008,CL_0037,0037-008-S25,Performance Toy,Pet Supplies,44.25,0.5369,true
P_CL_0037_009,CL_0037,0037-009-E57,Premium Treat,Pet Supplies,70.50,0.4288,true
P_CL_0037_010,CL_0037,0037-010-Y90,Core Bowl,Pet Supplies,69.37,0.3911,true
P_CL_0037_011,CL_0037,0037-011-R92,Essential Bowl,Pet Supplies,82.18,0.5402,true
P_CL_0037_012,CL_0037,0037-012-M55,Ultra Toy,Pet Supplies,146.69,0.4292,true
P_CL_0037_013,CL_0037,0037-013-S33,Eco Bed,Pet Supplies,60.02,0.4486,true
P_CL_0037_014,CL_0037,0037-014-T80,Ultra Harness,Pet Supplies,61.84,0.3929,true
P_CL_0037_015,CL_0037,0037-015-Y91,Eco Harness,Pet Supplies,48.05,0.4549,true
P_CL_0038_001,CL_0038,0038-001-L89,Classic Lamp,Home Goods,65.96,0.4435,true
P_CL_0038_002,CL_0038,0038-002-Y80,Ultra Candle,Home Goods,73.09,0.5020,true
P_CL_0038_003,CL_0038,0038-003-Q94,Premium Organizer,Home Goods,135.97,0.3882,false
P_CL_0038_004,CL_0038,0038-004-D14,Pro Throw,Home Goods,67.03,0.5078,true
P_CL_0038_005,CL_0038,0038-005-W85,Daily Planter,Home Goods,96.70,0.3892,true
P_CL_0038_006,CL_0038,0038-006-C69,Core Lamp,Home Goods,146.27,0.4516,true
P_CL_0038_007,CL_0038,0038-007-Z17,Pro Planter,Home Goods,49.59,0.4326,true
P_CL_0038_008,CL_0038,0038-008-Q22,Premium Lamp,Home Goods,73.55,0.5244,true
P_CL_0038_009,CL_0038,0038-009-V41,Pro Throw,Home Goods,106.99,0.5045,true
P_CL_0038_010,CL_0038,0038-010-L96,Signature Candle,Home Goods,103.89,0.5199,true
P_CL_0038_011,CL_0038,0038-011-F80,Performance Lamp,Home Goods,119.89,0.4803,true
P_CL_0038_012,CL_0038,0038-012-K80,Essential Candle,Home Goods,40.26,0.5484,true
P_CL_0038_013,CL_0038,0038-013-K87,Classic Planter,Home Goods,68.48,0.4920,true
P_CL_0038_014,CL_0038,0038-014-O60,Core Candle,Home Goods,57.63,0.5247,false
P_CL_0038_015,CL_0038,0038-015-E48,Core Candle,Home Goods,169.45,0.4395,true
P_CL_0039_001,CL_0039,0039-001-I80,Eco Speaker,Consumer Electronics,106.47,0.6518,false
P_CL_0039_002,CL_0039,0039-002-O55,Ultra Cable,Consumer Electronics,68.54,0.5682,true
P_CL_0039_003,CL_0039,0039-003-S61,Pro Stand,Consumer Electronics,75.72,0.7241,true
P_CL_0039_004,CL_0039,0039-004-F72,Pro Speaker,Consumer Electronics,63.31,0.7044,true
P_CL_0039_005,CL_0039,0039-005-Y17,Essential Speaker,Consumer Electronics,100.03,0.6101,true
