edge_id,source_node_type,source_node_id,relationship,target_node_type,target_node_id,weight,evidence_count,last_updated_at
KG_000000000823,Client,CL_0013,uses_audience,Audience,AUD_00000098,0.9617,6,2026-06-10 01:15:13
KG_000000000824,Client,CL_0053,uses_audience,Audience,AUD_00000424,0.9732,4,2026-06-10 01:15:13
KG_000000000825,Client,CL_0045,uses_audience,Audience,AUD_00000356,0.7267,6,2026-06-10 01:15:13
KG_000000000826,Client,CL_0020,uses_audience,Audience,AUD_00000155,0.8455,10,2026-06-10 01:15:13
KG_000000000827,Client,CL_0008,uses_audience,Audience,AUD_00000058,0.6057,1,2026-06-10 01:15:13
KG_000000000828,Client,CL_0057,uses_audience,Audience,AUD_00000454,0.8127,2,2026-06-10 01:15:13
KG_000000000829,Client,CL_0018,uses_audience,Audience,AUD_00000143,0.8878,2,2026-06-10 01:15:13
KG_000000000830,Client,CL_0053,uses_audience,Audience,AUD_00000417,0.8708,5,2026-06-10 01:15:13
KG_000000000831,Client,CL_0033,uses_audience,Audience,AUD_00000262,0.8703,4,2026-06-10 01:15:13
KG_000000000832,Client,CL_0048,uses_audience,Audience,AUD_00000381,0.8677,7,2026-06-10 01:15:13
KG_000000000833,Client,CL_0004,uses_audience,Audience,AUD_00000029,0.9008,9,2026-06-10 01:15:13
KG_000000000834,Client,CL_0021,uses_audience,Audience,AUD_00000163,0.8804,8,2026-06-10 01:15:13
KG_000000000835,Client,CL_0002,uses_audience,Audience,AUD_00000016,0.5310,7,2026-06-10 01:15:13
KG_000000000836,Client,CL_0058,uses_audience,Audience,AUD_00000457,0.6522,10,2026-06-10 01:15:13
KG_000000000837,Client,CL_0017,uses_audience,Audience,AUD_00000136,0.6740,10,2026-06-10 01:15:13
KG_000000000838,Client,CL_0019,uses_audience,Audience,AUD_00000150,0.5610,10,2026-06-10 01:15:13
KG_000000000839,Client,CL_0023,uses_audience,Audience,AUD_00000184,0.5785,3,2026-06-10 01:15:13
KG_000000000840,Client,CL_0052,uses_audience,Audience,AUD_00000416,0.5037,2,2026-06-10 01:15:13
KG_000000000841,Client,CL_0006,uses_audience,Audience,AUD_00000047,0.7286,2,2026-06-10 01:15:13
KG_000000000842,Client,CL_0007,uses_audience,Audience,AUD_00000052,0.9236,8,2026-06-10 01:15:13
KG_000000000843,Client,CL_0024,uses_audience,Audience,AUD_00000188,0.6624,1,2026-06-10 01:15:13
KG_000000000844,Client,CL_0049,uses_audience,Audience,AUD_00000391,0.6315,9,2026-06-10 01:15:13
KG_000000000845,Client,CL_0039,uses_audience,Audience,AUD_00000310,0.5760,4,2026-06-10 01:15:13
KG_000000000846,Client,CL_0038,uses_audience,Audience,AUD_00000297,0.7830,8,2026-06-10 01:15:13
KG_000000000847,Client,CL_0006,uses_audience,Audience,AUD_00000044,0.9392,5,2026-06-10 01:15:13
KG_000000000848,Client,CL_0016,uses_audience,Audience,AUD_00000127,0.5525,5,2026-06-10 01:15:13
KG_000000000849,Client,CL_0020,uses_audience,Audience,AUD_00000158,0.5070,1,2026-06-10 01:15:13
KG_000000000850,Client,CL_0038,uses_audience,Audience,AUD_00000302,0.7440,3,2026-06-10 01:15:13
KG_000000000851,Client,CL_0041,uses_audience,Audience,AUD_00000324,0.9316,8,2026-06-10 01:15:13
KG_000000000852,Client,CL_0034,uses_audience,Audience,AUD_00000267,0.6138,9,2026-06-10 01:15:13
KG_000000000853,Client,CL_0051,uses_audience,Audience,AUD_00000403,0.7274,7,2026-06-10 01:15:13
KG_000000000854,Client,CL_0047,uses_audience,Audience,AUD_00000375,0.8287,2,2026-06-10 01:15:13
KG_000000000855,Client,CL_0044,uses_audience,Audience,AUD_00000351,0.6651,10,2026-06-10 01:15:13
KG_000000000856,Client,CL_0037,uses_audience,Audience,AUD_00000289,0.7740,3,2026-06-10 01:15:13
KG_000000000857,Client,CL_0036,uses_audience,Audience,AUD_00000282,0.9547,10,2026-06-10 01:15:13
KG_000000000858,Client,CL_0014,uses_audience,Audience,AUD_00000110,0.9408,7,2026-06-10 01:15:13
KG_000000000859,Client,CL_0035,uses_audience,Audience,AUD_00000273,0.6386,7,2026-06-10 01:15:13
KG_000000000860,Client,CL_0030,uses_audience,Audience,AUD_00000238,0.5097,4,2026-06-10 01:15:13
KG_000000000861,Client,CL_0013,uses_audience,Audience,AUD_00000102,0.7983,2,2026-06-10 01:15:13
KG_000000000862,Client,CL_0035,uses_audience,Audience,AUD_00000279,0.6257,8,2026-06-10 01:15:13
KG_000000000863,Client,CL_0020,uses_audience,Audience,AUD_00000159,0.5139,9,2026-06-10 01:15:13
KG_000000000864,Client,CL_0017,uses_audience,Audience,AUD_00000134,0.7180,7,2026-06-10 01:15:13
KG_000000000865,Client,CL_0001,uses_audience,Audience,AUD_00000005,0.6403,1,2026-06-10 01:15:13
KG_000000000866,Client,CL_0038,uses_audience,Audience,AUD_00000304,0.8455,6,2026-06-10 01:15:13
KG_000000000867,Client,CL_0027,uses_audience,Audience,AUD_00000213,0.9158,5,2026-06-10 01:15:13
KG_000000000868,Client,CL_0053,uses_audience,Audience,AUD_00000421,0.5338,6,2026-06-10 01:15:13
KG_000000000869,Client,CL_0032,uses_audience,Audience,AUD_00000253,0.7748,8,2026-06-10 01:15:13
KG_000000000870,Client,CL_0035,uses_audience,Audience,AUD_00000275,0.8487,4,2026-06-10 01:15:13
KG_000000000871,Client,CL_0057,uses_audience,Audience,AUD_00000449,0.9004,3,2026-06-10 01:15:13
KG_000000000872,Client,CL_0029,uses_audience,Audience,AUD_00000229,0.9797,2,2026-06-10 01:15:13
KG_000000000873,Client,CL_0031,uses_audience,Audience,AUD_00000243,0.5377,7,2026-06-10 01:15:13
KG_000000000874,Client,CL_0052,uses_audience,Audience,AUD_00000410,0.6858,10,2026-06-10 01:15:13
KG_000000000875,Client,CL_0011,uses_audience,Audience,AUD_00000085,0.5877,9,2026-06-10 01:15:13
KG_000000000876,Client,CL_0026,uses_audience,Audience,AUD_00000204,0.9160,6,2026-06-10 01:15:13
KG_000000000877,Client,CL_0039,uses_audience,Audience,AUD_00000307,0.6052,9,2026-06-10 01:15:13
KG_000000000878,Client,CL_0010,uses_audience,Audience,AUD_00000076,0.6704,3,2026-06-10 01:15:13
KG_000000000879,Client,CL_0008,uses_audience,Audience,AUD_00000059,0.9324,4,2026-06-10 01:15:13
KG_000000000880,Client,CL_0050,uses_audience,Audience,AUD_00000395,0.8159,2,2026-06-10 01:15:13
KG_000000000881,Client,CL_0013,uses_audience,Audience,AUD_00000101,0.6454,2,2026-06-10 01:15:13
KG_000000000882,Client,CL_0007,uses_audience,Audience,AUD_00000056,0.5466,1,2026-06-10 01:15:13
KG_000000000883,Client,CL_0048,uses_audience,Audience,AUD_00000384,0.5956,8,2026-06-10 01:15:13
KG_000000000884,Client,CL_0031,uses_audience,Audience,AUD_00000244,0.9702,3,2026-06-10 01:15:13
KG_000000000885,Client,CL_0030,uses_audience,Audience,AUD_00000233,0.5067,7,2026-06-10 01:15:13
KG_000000000886,Client,CL_0017,uses_audience,Audience,AUD_00000129,0.7301,5,2026-06-10 01:15:13
KG_000000000887,Client,CL_0003,uses_audience,Audience,AUD_00000019,0.6992,9,2026-06-10 01:15:13
KG_000000000888,Client,CL_0007,uses_audience,Audience,AUD_00000050,0.6927,7,2026-06-10 01:15:13
KG_000000000889,Client,CL_0021,uses_audience,Audience,AUD_00000164,0.5503,6,2026-06-10 01:15:13
KG_000000000890,Client,CL_0010,uses_audience,Audience,AUD_00000079,0.9910,8,2026-06-10 01:15:13
KG_000000000891,Client,CL_0051,uses_audience,Audience,AUD_00000408,0.7856,8,2026-06-10 01:15:13
KG_000000000892,Client,CL_0011,uses_audience,Audience,AUD_00000086,0.7764,2,2026-06-10 01:15:13
KG_000000000893,Client,CL_0002,uses_audience,Audience,AUD_00000015,0.7478,8,2026-06-10 01:15:13
KG_000000000894,Client,CL_0034,uses_audience,Audience,AUD_00000266,0.7343,7,2026-06-10 01:15:13
KG_000000000895,Client,CL_0008,uses_audience,Audience,AUD_00000063,0.8287,5,2026-06-10 01:15:13
KG_000000000896,Client,CL_0046,uses_audience,Audience,AUD_00000366,0.5830,2,2026-06-10 01:15:13
KG_000000000897,Client,CL_0040,uses_audience,Audience,AUD_00000317,0.8058,10,2026-06-10 01:15:13
KG_000000000898,Client,CL_0030,uses_audience,Audience,AUD_00000234,0.9623,3,2026-06-10 01:15:13
KG_000000000899,Client,CL_0034,uses_audience,Audience,AUD_00000270,0.8234,6,2026-06-10 01:15:13
KG_000000000900,Client,CL_0049,uses_audience,Audience,AUD_00000390,0.7050,1,2026-06-10 01:15:13
KG_000000000901,Client,CL_0052,uses_audience,Audience,AUD_00000412,0.9294,9,2026-06-10 01:15:13
KG_000000000902,Client,CL_0054,uses_audience,Audience,AUD_00000430,0.6295,1,2026-06-10 01:15:13
KG_000000000903,Client,CL_0030,uses_audience,Audience,AUD_00000235,0.8990,2,2026-06-10 01:15:13
KG_000000000904,Client,CL_0026,uses_audience,Audience,AUD_00000202,0.6752,4,2026-06-10 01:15:13
KG_000000000905,Client,CL_0037,uses_audience,Audience,AUD_00000290,0.9125,7,2026-06-10 01:15:13
KG_000000000906,Client,CL_0056,uses_audience,Audience,AUD_00000448,0.9896,2,2026-06-10 01:15:13
KG_000000000907,Client,CL_0022,uses_audience,Audience,AUD_00000173,0.6355,8,2026-06-10 01:15:13
KG_000000000908,Client,CL_0027,uses_audience,Audience,AUD_00000209,0.9998,4,2026-06-10 01:15:13
KG_000000000909,Client,CL_0024,uses_audience,Audience,AUD_00000191,0.7662,2,2026-06-10 01:15:13
KG_000000000910,Client,CL_0010,uses_audience,Audience,AUD_00000080,0.8477,4,2026-06-10 01:15:13
KG_000000000911,Client,CL_0016,uses_audience,Audience,AUD_00000126,0.7798,4,2026-06-10 01:15:13
KG_000000000912,Client,CL_0051,uses_audience,Audience,AUD_00000402,0.6129,3,2026-06-10 01:15:13
KG_000000000913,Client,CL_0013,uses_audience,Audience,AUD_00000099,0.6516,4,2026-06-10 01:15:13
KG_000000000914,Client,CL_0054,uses_audience,Audience,AUD_00000428,0.7784,10,2026-06-10 01:15:13
KG_000000000915,Client,CL_0001,uses_audience,Audience,AUD_00000004,0.5804,3,2026-06-10 01:15:13
KG_000000000916,Client,CL_0006,uses_audience,Audience,AUD_00000041,0.9971,10,2026-06-10 01:15:13
KG_000000000917,Client,CL_0009,uses_audience,Audience,AUD_00000068,0.7942,4,2026-06-10 01:15:13
KG_000000000918,Client,CL_0014,uses_audience,Audience,AUD_00000112,0.6474,3,2026-06-10 01:15:13
KG_000000000919,Client,CL_0045,uses_audience,Audience,AUD_00000358,0.5857,1,2026-06-10 01:15:13
KG_000000000920,Client,CL_0005,uses_audience,Audience,AUD_00000038,0.7347,10,2026-06-10 01:15:13
KG_000000000921,Client,CL_0028,uses_audience,Audience,AUD_00000224,0.9085,10,2026-06-10 01:15:13
KG_000000000922,Client,CL_0029,uses_audience,Audience,AUD_00000227,0.8357,2,2026-06-10 01:15:13
KG_000000000923,Client,CL_0012,uses_audience,Audience,AUD_00000093,0.5503,3,2026-06-10 01:15:13
KG_000000000924,Client,CL_0049,uses_audience,Audience,AUD_00000392,0.5604,8,2026-06-10 01:15:13
KG_000000000925,Client,CL_0047,uses_audience,Audience,AUD_00000370,0.9993,1,2026-06-10 01:15:13
KG_000000000926,Client,CL_0041,uses_audience,Audience,AUD_00000327,0.5399,3,2026-06-10 01:15:13
KG_000000000927,Client,CL_0035,uses_audience,Audience,AUD_00000278,0.9479,5,2026-06-10 01:15:13
KG_000000000928,Client,CL_0037,uses_audience,Audience,AUD_00000293,0.6396,2,2026-06-10 01:15:13
KG_000000000929,Client,CL_0021,uses_audience,Audience,AUD_00000168,0.6395,9,2026-06-10 01:15:13
KG_000000000930,Client,CL_0005,uses_audience,Audience,AUD_00000039,0.8432,6,2026-06-10 01:15:13
KG_000000000931,Client,CL_0003,uses_audience,Audience,AUD_00000020,0.6337,9,2026-06-10 01:15:13
KG_000000000932,Client,CL_0056,uses_audience,Audience,AUD_00000442,0.6469,10,2026-06-10 01:15:13
KG_000000000933,Client,CL_0004,uses_audience,Audience,AUD_00000026,0.6084,2,2026-06-10 01:15:13
KG_000000000934,Client,CL_0003,uses_audience,Audience,AUD_00000023,0.7816,1,2026-06-10 01:15:13
KG_000000000935,Client,CL_0030,uses_audience,Audience,AUD_00000239,0.5262,5,2026-06-10 01:15:13
KG_000000000936,Client,CL_0020,uses_audience,Audience,AUD_00000153,0.7533,4,2026-06-10 01:15:13
KG_000000000937,Client,CL_0032,uses_audience,Audience,AUD_00000251,0.9167,2,2026-06-10 01:15:13
KG_000000000938,Client,CL_0022,uses_audience,Audience,AUD_00000176,0.9568,5,2026-06-10 01:15:13
KG_000000000939,Client,CL_0008,uses_audience,Audience,AUD_00000061,0.7174,7,2026-06-10 01:15:13
KG_000000000940,Client,CL_0002,uses_audience,Audience,AUD_00000013,0.9139,3,2026-06-10 01:15:13
KG_000000000941,Client,CL_0040,uses_audience,Audience,AUD_00000320,0.5079,5,2026-06-10 01:15:13
KG_000000000942,Client,CL_0032,uses_audience,Audience,AUD_00000250,0.9429,2,2026-06-10 01:15:13
KG_000000000943,Client,CL_0058,uses_audience,Audience,AUD_00000463,0.8358,8,2026-06-10 01:15:13
KG_000000000944,Client,CL_0038,uses_audience,Audience,AUD_00000299,0.7460,7,2026-06-10 01:15:13
KG_000000000945,Client,CL_0003,uses_audience,Audience,AUD_00000021,0.6549,7,2026-06-10 01:15:13
KG_000000000946,Client,CL_0059,uses_audience,Audience,AUD_00000468,0.7864,7,2026-06-10 01:15:13
KG_000000000947,Client,CL_0009,uses_audience,Audience,AUD_00000072,0.7117,7,2026-06-10 01:15:13
KG_000000000948,Client,CL_0015,uses_audience,Audience,AUD_00000117,0.7078,5,2026-06-10 01:15:13
KG_000000000949,Client,CL_0048,uses_audience,Audience,AUD_00000382,0.8422,10,2026-06-10 01:15:13
KG_000000000950,Client,CL_0051,uses_audience,Audience,AUD_00000406,0.9118,2,2026-06-10 01:15:13
KG_000000000951,Client,CL_0056,uses_audience,Audience,AUD_00000444,0.9720,6,2026-06-10 01:15:13
KG_000000000952,Client,CL_0057,uses_audience,Audience,AUD_00000456,0.9231,5,2026-06-10 01:15:13
KG_000000000953,Client,CL_0046,uses_audience,Audience,AUD_00000364,0.5636,9,2026-06-10 01:15:13
KG_000000000954,Client,CL_0010,uses_audience,Audience,AUD_00000075,0.6283,2,2026-06-10 01:15:13
KG_000000000955,Client,CL_0048,uses_audience,Audience,AUD_00000380,0.8842,5,2026-06-10 01:15:13
KG_000000000956,Client,CL_0030,uses_audience,Audience,AUD_00000236,0.7995,5,2026-06-10 01:15:13
KG_000000000957,Client,CL_0041,uses_audience,Audience,AUD_00000325,0.6862,2,2026-06-10 01:15:13
KG_000000000958,Client,CL_0025,uses_audience,Audience,AUD_00000193,0.7782,10,2026-06-10 01:15:13
KG_000000000959,Client,CL_0045,uses_audience,Audience,AUD_00000353,0.7088,1,2026-06-10 01:15:13
KG_000000000960,Client,CL_0060,uses_audience,Audience,AUD_00000477,0.8354,9,2026-06-10 01:15:13
KG_000000000961,Client,CL_0004,uses_audience,Audience,AUD_00000027,0.8613,5,2026-06-10 01:15:13
KG_000000000962,Client,CL_0054,uses_audience,Audience,AUD_00000427,0.7235,9,2026-06-10 01:15:13
KG_000000000963,Client,CL_0047,uses_audience,Audience,AUD_00000374,0.7268,7,2026-06-10 01:15:13
KG_000000000964,Client,CL_0060,uses_audience,Audience,AUD_00000475,0.8501,2,2026-06-10 01:15:13
KG_000000000965,Client,CL_0017,uses_audience,Audience,AUD_00000130,0.8072,1,2026-06-10 01:15:13
KG_000000000966,Client,CL_0006,uses_audience,Audience,AUD_00000046,0.5049,9,2026-06-10 01:15:13
KG_000000000967,Client,CL_0017,uses_audience,Audience,AUD_00000131,0.8054,9,2026-06-10 01:15:13
KG_000000000968,Client,CL_0034,uses_audience,Audience,AUD_00000271,0.9252,6,2026-06-10 01:15:13
KG_000000000969,Client,CL_0034,uses_audience,Audience,AUD_00000268,0.8064,5,2026-06-10 01:15:13
KG_000000000970,Client,CL_0054,uses_audience,Audience,AUD_00000426,0.5556,8,2026-06-10 01:15:13
KG_000000000971,Client,CL_0007,uses_audience,Audience,AUD_00000053,0.5140,5,2026-06-10 01:15:13
KG_000000000972,Client,CL_0044,uses_audience,Audience,AUD_00000352,0.8203,2,2026-06-10 01:15:13
KG_000000000973,Client,CL_0039,uses_audience,Audience,AUD_00000305,0.9963,9,2026-06-10 01:15:13
KG_000000000974,Client,CL_0051,uses_audience,Audience,AUD_00000405,0.6948,10,2026-06-10 01:15:13
KG_000000000975,Client,CL_0043,uses_audience,Audience,AUD_00000343,0.5598,8,2026-06-10 01:15:13
KG_000000000976,Client,CL_0028,uses_audience,Audience,AUD_00000220,0.6221,4,2026-06-10 01:15:13
KG_000000000977,Client,CL_0015,uses_audience,Audience,AUD_00000113,0.5027,8,2026-06-10 01:15:13
KG_000000000978,Client,CL_0021,uses_audience,Audience,AUD_00000167,0.9856,7,2026-06-10 01:15:13
KG_000000000979,Client,CL_0027,uses_audience,Audience,AUD_00000214,0.5442,1,2026-06-10 01:15:13
KG_000000000980,Client,CL_0043,uses_audience,Audience,AUD_00000338,0.7003,7,2026-06-10 01:15:13
KG_000000000981,Client,CL_0024,uses_audience,Audience,AUD_00000186,0.6647,9,2026-06-10 01:15:13
KG_000000000982,Client,CL_0018,uses_audience,Audience,AUD_00000140,0.8763,8,2026-06-10 01:15:13
KG_000000000983,Client,CL_0014,uses_audience,Audience,AUD_00000105,0.9561,9,2026-06-10 01:15:13
KG_000000000984,Client,CL_0026,uses_audience,Audience,AUD_00000208,0.7078,2,2026-06-10 01:15:13
KG_000000000985,Client,CL_0040,uses_audience,Audience,AUD_00000314,0.7930,4,2026-06-10 01:15:13
KG_000000000986,Client,CL_0043,uses_audience,Audience,AUD_00000342,0.6506,7,2026-06-10 01:15:13
KG_000000000987,Client,CL_0014,uses_audience,Audience,AUD_00000106,0.9977,6,2026-06-10 01:15:13
KG_000000000988,Client,CL_0010,uses_audience,Audience,AUD_00000073,0.5760,8,2026-06-10 01:15:13
KG_000000000989,Client,CL_0044,uses_audience,Audience,AUD_00000350,0.9108,9,2026-06-10 01:15:13
KG_000000000990,Client,CL_0056,uses_audience,Audience,AUD_00000446,0.9523,4,2026-06-10 01:15:13
KG_000000000991,Client,CL_0022,uses_audience,Audience,AUD_00000170,0.5706,6,2026-06-10 01:15:13
KG_000000000992,Client,CL_0026,uses_audience,Audience,AUD_00000206,0.9153,4,2026-06-10 01:15:13
KG_000000000993,Client,CL_0022,uses_audience,Audience,AUD_00000172,0.7607,7,2026-06-10 01:15:13
KG_000000000994,Client,CL_0023,uses_audience,Audience,AUD_00000177,0.5590,8,2026-06-10 01:15:13
KG_000000000995,Client,CL_0059,uses_audience,Audience,AUD_00000466,0.8482,3,2026-06-10 01:15:13
KG_000000000996,Client,CL_0026,uses_audience,Audience,AUD_00000201,0.9262,5,2026-06-10 01:15:13
KG_000000000997,Client,CL_0004,uses_audience,Audience,AUD_00000025,0.5739,5,2026-06-10 01:15:13
KG_000000000998,Client,CL_0007,uses_audience,Audience,AUD_00000055,0.5221,6,2026-06-10 01:15:13
KG_000000000999,Client,CL_0038,uses_audience,Audience,AUD_00000303,0.8572,8,2026-06-10 01:15:13
KG_000000001000,Client,CL_0020,uses_audience,Audience,AUD_00000156,0.9651,7,2026-06-10 01:15:13
KG_000000001001,Client,CL_0051,uses_audience,Audience,AUD_00000401,0.7810,4,2026-06-10 01:15:13
KG_000000001002,Client,CL_0059,uses_audience,Audience,AUD_00000469,0.6801,2,2026-06-10 01:15:13
KG_000000001003,Client,CL_0025,uses_audience,Audience,AUD_00000196,0.9151,4,2026-06-10 01:15:13
KG_000000001004,Client,CL_0043,uses_audience,Audience,AUD_00000340,0.9800,7,2026-06-10 01:15:13
KG_000000001005,Client,CL_0058,uses_audience,Audience,AUD_00000458,0.5883,4,2026-06-10 01:15:13
KG_000000001006,Client,CL_0050,uses_audience,Audience,AUD_00000399,0.6720,7,2026-06-10 01:15:13
KG_000000001007,Client,CL_0027,uses_audience,Audience,AUD_00000211,0.6088,3,2026-06-10 01:15:13
KG_000000001008,Client,CL_0031,uses_audience,Audience,AUD_00000242,0.6336,3,2026-06-10 01:15:13
KG_000000001009,Client,CL_0005,uses_audience,Audience,AUD_00000034,0.8557,4,2026-06-10 01:15:13
KG_000000001010,Client,CL_0055,uses_audience,Audience,AUD_00000440,0.5500,9,2026-06-10 01:15:13
KG_000000001011,Client,CL_0035,uses_audience,Audience,AUD_00000277,0.7789,9,2026-06-10 01:15:13
KG_000000001012,Client,CL_0023,uses_audience,Audience,AUD_00000180,0.5717,3,2026-06-10 01:15:13
KG_000000001013,Client,CL_0060,uses_audience,Audience,AUD_00000476,0.8139,5,2026-06-10 01:15:13
KG_000000001014,Client,CL_0046,uses_audience,Audience,AUD_00000363,0.6438,4,2026-06-10 01:15:13
KG_000000001015,Client,CL_0045,uses_audience,Audience,AUD_00000355,0.9197,2,2026-06-10 01:15:13
KG_000000001016,Client,CL_0032,uses_audience,Audience,AUD_00000255,0.6740,9,2026-06-10 01:15:13
KG_000000001017,Client,CL_0003,uses_audience,Audience,AUD_00000024,0.5594,5,2026-06-10 01:15:13
KG_000000001018,Client,CL_0021,uses_audience,Audience,AUD_00000161,0.9173,6,2026-06-10 01:15:13
KG_000000001019,Client,CL_0019,uses_audience,Audience,AUD_00000146,0.5278,1,2026-06-10 01:15:13
KG_000000001020,Client,CL_0049,uses_audience,Audience,AUD_00000389,0.5221,6,2026-06-10 01:15:13
KG_000000001021,Client,CL_0024,uses_audience,Audience,AUD_00000185,0.6546,6,2026-06-10 01:15:13
KG_000000001022,Client,CL_0003,uses_audience,Audience,AUD_00000017,0.8458,5,2026-06-10 01:15:13
KG_000000001023,Client,CL_0021,uses_audience,Audience,AUD_00000166,0.7371,4,2026-06-10 01:15:13
KG_000000001024,Client,CL_0018,uses_audience,Audience,AUD_00000141,0.7922,6,2026-06-10 01:15:13
KG_000000001025,Client,CL_0051,uses_audience,Audience,AUD_00000404,0.9291,10,2026-06-10 01:15:13
KG_000000001026,Client,CL_0017,uses_audience,Audience,AUD_00000133,0.9194,1,2026-06-10 01:15:13
KG_000000001027,Client,CL_0050,uses_audience,Audience,AUD_00000397,0.5522,10,2026-06-10 01:15:13
KG_000000001028,Client,CL_0044,uses_audience,Audience,AUD_00000345,0.7503,1,2026-06-10 01:15:13
KG_000000001029,Client,CL_0026,uses_audience,Audience,AUD_00000203,0.7968,2,2026-06-10 01:15:13
KG_000000001030,Client,CL_0037,uses_audience,Audience,AUD_00000294,0.5450,1,2026-06-10 01:15:13
KG_000000001031,Client,CL_0034,uses_audience,Audience,AUD_00000272,0.7246,3,2026-06-10 01:15:13
KG_000000001032,Client,CL_0045,uses_audience,Audience,AUD_00000359,0.8983,5,2026-06-10 01:15:13
KG_000000001033,Client,CL_0005,uses_audience,Audience,AUD_00000035,0.6798,7,2026-06-10 01:15:13
KG_000000001034,Client,CL_0059,uses_audience,Audience,AUD_00000472,0.7733,7,2026-06-10 01:15:13
KG_000000001035,Client,CL_0023,uses_audience,Audience,AUD_00000178,0.9647,2,2026-06-10 01:15:13
KG_000000001036,Client,CL_0057,uses_audience,Audience,AUD_00000455,0.9112,5,2026-06-10 01:15:13
KG_000000001037,Client,CL_0055,uses_audience,Audience,AUD_00000436,0.9642,5,2026-06-10 01:15:13
KG_000000001038,Client,CL_0001,uses_audience,Audience,AUD_00000001,0.9675,4,2026-06-10 01:15:13
KG_000000001039,Client,CL_0012,uses_audience,Audience,AUD_00000096,0.9223,3,2026-06-10 01:15:13
KG_000000001040,Client,CL_0023,uses_audience,Audience,AUD_00000182,0.6416,6,2026-06-10 01:15:13
KG_000000001041,Client,CL_0039,uses_audience,Audience,AUD_00000309,0.6460,5,2026-06-10 01:15:13
KG_000000001042,Client,CL_0043,uses_audience,Audience,AUD_00000339,0.6517,7,2026-06-10 01:15:13
KG_000000001043,Client,CL_0036,uses_audience,Audience,AUD_00000287,0.5260,9,2026-06-10 01:15:13
KG_000000001044,Client,CL_0033,uses_audience,Audience,AUD_00000257,0.7095,9,2026-06-10 01:15:13
KG_000000001045,Client,CL_0058,uses_audience,Audience,AUD_00000462,0.9984,1,2026-06-10 01:15:13
KG_000000001046,Client,CL_0009,uses_audience,Audience,AUD_00000067,0.7404,10,2026-06-10 01:15:13
KG_000000001047,Client,CL_0001,uses_audience,Audience,AUD_00000002,0.7966,9,2026-06-10 01:15:13
KG_000000001048,Client,CL_0049,uses_audience,Audience,AUD_00000385,0.7497,7,2026-06-10 01:15:13
KG_000000001049,Client,CL_0015,uses_audience,Audience,AUD_00000115,0.9074,7,2026-06-10 01:15:13
KG_000000001050,Client,CL_0031,uses_audience,Audience,AUD_00000248,0.5916,10,2026-06-10 01:15:13
KG_000000001051,Client,CL_0037,uses_audience,Audience,AUD_00000292,0.8609,4,2026-06-10 01:15:13
KG_000000001052,Client,CL_0041,uses_audience,Audience,AUD_00000326,0.9720,2,2026-06-10 01:15:13
KG_000000001053,Client,CL_0041,uses_audience,Audience,AUD_00000323,0.8060,2,2026-06-10 01:15:13
KG_000000001054,Client,CL_0027,uses_audience,Audience,AUD_00000216,0.5195,1,2026-06-10 01:15:13
KG_000000001055,Client,CL_0057,uses_audience,Audience,AUD_00000453,0.6448,8,2026-06-10 01:15:13
KG_000000001056,Client,CL_0018,uses_audience,Audience,AUD_00000137,0.7228,8,2026-06-10 01:15:13
KG_000000001057,Client,CL_0010,uses_audience,Audience,AUD_00000077,0.7346,7,2026-06-10 01:15:13
KG_000000001058,Client,CL_0042,uses_audience,Audience,AUD_00000336,0.7043,5,2026-06-10 01:15:13
KG_000000001059,Client,CL_0057,uses_audience,Audience,AUD_00000450,0.5948,9,2026-06-10 01:15:13
KG_000000001060,Client,CL_0001,uses_audience,Audience,AUD_00000008,0.8674,10,2026-06-10 01:15:13
KG_000000001061,Client,CL_0039,uses_audience,Audience,AUD_00000308,0.9286,9,2026-06-10 01:15:13
KG_000000001062,Client,CL_0020,uses_audience,Audience,AUD_00000154,0.7873,3,2026-06-10 01:15:13
KG_000000001063,Client,CL_0042,uses_audience,Audience,AUD_00000331,0.5233,4,2026-06-10 01:15:13
KG_000000001064,Client,CL_0047,uses_audience,Audience,AUD_00000369,0.7305,6,2026-06-10 01:15:13
KG_000000001065,Client,CL_0031,uses_audience,Audience,AUD_00000247,0.8329,10,2026-06-10 01:15:13
KG_000000001066,Client,CL_0029,uses_audience,Audience,AUD_00000228,0.8538,9,2026-06-10 01:15:13
KG_000000001067,Client,CL_0053,uses_audience,Audience,AUD_00000419,0.7207,9,2026-06-10 01:15:13
KG_000000001068,Client,CL_0052,uses_audience,Audience,AUD_00000409,0.8838,1,2026-06-10 01:15:13
KG_000000001069,Client,CL_0028,uses_audience,Audience,AUD_00000223,0.9734,6,2026-06-10 01:15:13
KG_000000001070,Client,CL_0015,uses_audience,Audience,AUD_00000120,0.9309,2,2026-06-10 01:15:13
KG_000000001071,Client,CL_0022,uses_audience,Audience,AUD_00000174,0.8869,5,2026-06-10 01:15:13
KG_000000001072,Client,CL_0037,uses_audience,Audience,AUD_00000295,0.9954,10,2026-06-10 01:15:13
KG_000000001073,Client,CL_0035,uses_audience,Audience,AUD_00000274,0.7625,2,2026-06-10 01:15:13
KG_000000001074,Client,CL_0009,uses_audience,Audience,AUD_00000069,0.6372,7,2026-06-10 01:15:13
KG_000000001075,Client,CL_0008,uses_audience,Audience,AUD_00000064,0.7646,6,2026-06-10 01:15:13
